,date,country,province,city,confirmed,suspected,cured,dead
588,2020-02-19,埃及,,,1,0,0,0
589,2020-02-19,阿联酋,,,9,0,4,0
590,2020-02-19,日本,,,73,0,14,1
591,2020-02-20,中国,,,75993,5206,18277,2239
592,2020-02-20,越南,,,16,0,9,0
593,2020-02-20,英国,,,9,0,8,0
594,2020-02-20,印度,,,3,0,3,0
595,2020-02-20,意大利,,,3,0,0,0
596,2020-02-20,伊朗,,,5,0,0,2
597,2020-02-20,新加坡,,,85,0,37,0
598,2020-02-20,西班牙,,,2,0,0,0
599,2020-02-20,泰国,,,35,0,17,0
600,2020-02-20,斯里兰卡,,,1,0,1,0
601,2020-02-20,瑞典,,,1,0,0,0
602,2020-02-20,尼泊尔,,,1,0,1,0
603,2020-02-20,美国,,,15,0,3,0
604,2020-02-20,马来西亚,,,22,0,15,0
605,2020-02-20,柬埔寨,,,1,0,1,0
606,2020-02-20,加拿大,,,8,0,1,0
607,2020-02-20,韩国,,,104,0,12,1
608,2020-02-20,芬兰,,,1,0,1,0
609,2020-02-20,菲律宾,,,3,0,1,1
610,2020-02-20,法国,,,12,0,4,1
611,2020-02-20,俄罗斯,,,2,0,2,0
612,2020-02-20,德国,,,16,0,7,0
613,2020-02-20,比利时,,,1,0,1,0
614,2020-02-20,澳大利亚,,,15,0,5,0
615,2020-02-20,埃及,,,1,0,0,0
616,2020-02-20,阿联酋,,,9,0,4,0
617,2020-02-20,日本,,,85,0,16,1
618,2020-02-21,中国,,,76392,5365,20672,2348
619,2020-02-21,越南,,,16,0,9,0
620,2020-02-21,英国,,,9,0,8,0
621,2020-02-21,印度,,,3,0,3,0
622,2020-02-21,意大利,,,3,0,0,0
623,2020-02-21,伊朗,,,18,0,0,2
624,2020-02-21,新加坡,,,85,0,37,0
625,2020-02-21,西班牙,,,2,0,0,0
626,2020-02-21,泰国,,,35,0,17,0
627,2020-02-21,斯里兰卡,,,1,0,1,0
628,2020-02-21,瑞典,,,1,0,0,0
629,2020-02-21,尼泊尔,,,1,0,1,0
630,2020-02-21,美国,,,15,0,3,0
631,2020-02-21,马来西亚,,,22,0,15,0
632,2020-02-21,柬埔寨,,,1,0,1,0
633,2020-02-21,加拿大,,,8,0,1,0
634,2020-02-21,韩国,,,204,0,12,2
635,2020-02-21,芬兰,,,1,0,1,0
636,2020-02-21,菲律宾,,,3,0,1,1
637,2020-02-21,法国,,,12,0,4,1
638,2020-02-21,俄罗斯,,,2,0,2,0
639,2020-02-21,德国,,,16,0,7,0
640,2020-02-21,比利时,,,1,0,1,0
641,2020-02-21,澳大利亚,,,15,0,5,0
642,2020-02-21,阿联酋,,,9,0,4,0
643,2020-02-21,日本,,,93,0,16,1
644,2020-02-22,中国,,,76846,4148,22907,2445
645,2020-02-22,越南,,,16,0,9,0
646,2020-02-22,英国,,,9,0,8,0
647,2020-02-22,印度,,,3,0,3,0
648,2020-02-22,意大利,,,33,0,0,2
649,2020-02-22,伊朗,,,28,0,0,4
650,2020-02-22,新加坡,,,89,0,49,0
651,2020-02-22,西班牙,,,2,0,0,0
652,2020-02-22,泰国,,,35,0,17,0
653,2020-02-22,斯里兰卡,,,1,0,1,0
654,2020-02-22,瑞典,,,1,0,0,0
655,2020-02-22,尼泊尔,,,1,0,1,0
656,2020-02-22,美国,,,34,0,3,0
657,2020-02-22,马来西亚,,,22,0,15,0
658,2020-02-22,黎巴嫩,,,1,0,0,0
659,2020-02-22,柬埔寨,,,1,0,1,0
660,2020-02-22,加拿大,,,9,0,1,0
661,2020-02-22,韩国,,,433,0,18,3
662,2020-02-22,芬兰,,,1,0,1,0
663,2020-02-22,菲律宾,,,3,0,1,1
664,2020-02-22,法国,,,12,0,4,1
665,2020-02-22,俄罗斯,,,2,0,2,0
666,2020-02-22,德国,,,16,0,7,0
667,2020-02-22,比利时,,,1,0,1,0
668,2020-02-22,澳大利亚,,,15,0,5,0
669,2020-02-22,阿联酋,,,13,0,4,0
670,2020-02-22,日本,,,105,0,16,1
671,2020-02-23,中国,,,77262,3434,24757,2595
672,2020-02-23,越南,,,16,0,9,0
673,2020-02-23,英国,,,9,0,8,0
674,2020-02-23,印度,,,3,0,3,0
675,2020-02-23,意大利,,,132,0,0,2
676,2020-02-23,以色列,,,1,0,0,0
677,2020-02-23,伊朗,,,28,0,0,4
678,2020-02-23,伊拉克,,,1,0,0,0
679,2020-02-23,新加坡,,,89,0,49,0
680,2020-02-23,西班牙,,,2,0,0,0
681,2020-02-23,泰国,,,35,0,17,0
682,2020-02-23,斯里兰卡,,,1,0,1,0
683,2020-02-23,瑞典,,,1,0,0,0
684,2020-02-23,尼泊尔,,,1,0,1,0
685,2020-02-23,美国,,,34,0,3,0
686,2020-02-23,马来西亚,,,22,0,18,0
687,2020-02-23,黎巴嫩,,,1,0,0,0
688,2020-02-23,柬埔寨,,,1,0,1,0
689,2020-02-23,加拿大,,,9,0,1,0
690,2020-02-23,韩国,,,602,0,18,6
691,2020-02-23,芬兰,,,1,0,1,0
692,2020-02-23,菲律宾,,,3,0,1,1
693,2020-02-23,法国,,,12,0,4,1
694,2020-02-23,俄罗斯,,,2,0,2,0
695,2020-02-23,德国,,,16,0,7,0
696,2020-02-23,比利时,,,1,0,1,0
697,2020-02-23,澳大利亚,,,17,0,5,0
698,2020-02-23,阿联酋,,,13,0,4,0
699,2020-02-23,日本,,,132,0,17,1
700,2020-02-24,中国,,,77779,2824,27353,2666
701,2020-02-24,越南,,,16,0,9,0
702,2020-02-24,英国,,,13,0,8,0
703,2020-02-24,印度,,,3,0,3,0
704,2020-02-24,意大利,,,230,0,1,7
705,2020-02-24,以色列,,,6,0,0,0
706,2020-02-24,伊朗,,,61,0,0,12
707,2020-02-24,伊拉克,,,1,0,0,0
708,2020-02-24,新加坡,,,90,0,53,0
709,2020-02-24,西班牙,,,2,0,0,0
710,2020-02-24,泰国,,,35,0,17,0
711,2020-02-24,斯里兰卡,,,1,0,1,0
712,2020-02-24,瑞典,,,1,0,0,0
713,2020-02-24,尼泊尔,,,1,0,1,0
714,2020-02-24,美国,,,34,0,3,0
715,2020-02-24,马来西亚,,,22,0,18,0
716,2020-02-24,黎巴嫩,,,1,0,0,0
717,2020-02-24,科威特,,,3,0,0,0
718,2020-02-24,柬埔寨,,,1,0,1,0
719,2020-02-24,加拿大,,,9,0,1,0
720,2020-02-24,韩国,,,833,0,22,8
721,2020-02-24,芬兰,,,1,0,1,0
722,2020-02-24,菲律宾,,,3,0,1,1
723,2020-02-24,法国,,,12,0,4,1
724,2020-02-24,俄罗斯,,,2,0,2,0
725,2020-02-24,德国,,,16,0,14,0
726,2020-02-24,比利时,,,1,0,1,0
727,2020-02-24,巴林,,,1,0,0,0
728,2020-02-24,澳大利亚,,,17,0,5,0
729,2020-02-24,阿联酋,,,13,0,4,0
730,2020-02-24,阿富汗,,,1,0,0,0
731,2020-02-24,日本,,,144,0,17,1
732,2020-02-25,中国,,,78190,2491,29775,2718
733,2020-02-25,越南,,,16,0,16,0
734,2020-02-25,英国,,,13,0,8,0
735,2020-02-25,印度,,,3,0,3,0
736,2020-02-25,意大利,,,283,0,1,7
737,2020-02-25,以色列,,,6,0,0,0
738,2020-02-25,伊朗,,,95,0,21,16
739,2020-02-25,伊拉克,,,5,0,0,0
740,2020-02-25,新加坡,,,90,0,53,0
741,2020-02-25,西班牙,,,3,0,2,0
742,2020-02-25,泰国,,,37,0,22,0
743,2020-02-25,斯里兰卡,,,1,0,1,0
744,2020-02-25,瑞士,,,1,0,0,0
745,2020-02-25,瑞典,,,1,0,0,0
746,2020-02-25,尼泊尔,,,1,0,1,0
747,2020-02-25,美国,,,53,0,3,0
748,2020-02-25,马来西亚,,,22,0,18,0
749,2020-02-25,黎巴嫩,,,1,0,0,0
750,2020-02-25,克罗地亚,,,1,0,0,0
751,2020-02-25,科威特,,,8,0,0,0
752,2020-02-25,柬埔寨,,,1,0,1,0
753,2020-02-25,加拿大,,,11,0,4,0
754,2020-02-25,韩国,,,977,0,22,11
755,2020-02-25,芬兰,,,1,0,1,0
756,2020-02-25,菲律宾,,,3,0,1,1
757,2020-02-25,法国,,,12,0,11,1
758,2020-02-25,俄罗斯,,,2,0,2,0
759,2020-02-25,德国,,,16,0,14,0
760,2020-02-25,比利时,,,1,0,1,0
761,2020-02-25,巴林,,,17,0,0,0
762,2020-02-25,澳大利亚,,,23,0,5,0
763,2020-02-25,奥地利,,,2,0,0,0
764,2020-02-25,阿曼,,,4,0,0,0
765,2020-02-25,阿联酋,,,13,0,4,0
766,2020-02-25,阿富汗,,,1,0,0,0
767,2020-02-25,日本,,,157,0,18,1
768,2020-02-26,中国,,,78630,2358,32531,2747
769,2020-02-26,越南,,,16,0,16,0
770,2020-02-26,英国,,,13,0,8,0
771,2020-02-26,印度,,,3,0,3,0
772,2020-02-26,意大利,,,374,0,1,12
773,2020-02-26,以色列,,,6,0,0,0
774,2020-02-26,伊朗,,,139,0,21,19
775,2020-02-26,伊拉克,,,5,0,0,0
776,2020-02-26,新加坡,,,93,0,53,0
777,2020-02-26,希腊,,,1,0,0,0
778,2020-02-26,西班牙,,,7,0,2,0
779,2020-02-26,泰国,,,40,0,22,0
780,2020-02-26,斯里兰卡,,,1,0,1,0
781,2020-02-26,瑞士,,,1,0,0,0
782,2020-02-26,瑞典,,,1,0,0,0
783,2020-02-26,尼泊尔,,,1,0,1,0
784,2020-02-26,美国,,,57,0,3,0
785,2020-02-26,马来西亚,,,22,0,18,0
786,2020-02-26,黎巴嫩,,,1,0,0,0
787,2020-02-26,克罗地亚,,,1,0,0,0
788,2020-02-26,科威特,,,25,0,0,0
789,2020-02-26,柬埔寨,,,1,0,1,0
790,2020-02-26,加拿大,,,11,0,4,0
791,2020-02-26,韩国,,,1261,0,22,12
792,2020-02-26,芬兰,,,1,0,1,0
793,2020-02-26,菲律宾,,,3,0,1,1
794,2020-02-26,法国,,,17,0,11,2
795,2020-02-26,俄罗斯,,,2,0,2,0
796,2020-02-26,德国,,,19,0,14,0
797,2020-02-26,比利时,,,1,0,1,0
798,2020-02-26,巴西,,,1,0,0,0
799,2020-02-26,巴林,,,26,0,0,0
800,2020-02-26,澳大利亚,,,23,0,5,0
801,2020-02-26,奥地利,,,2,0,0,0
802,2020-02-26,阿曼,,,4,0,0,0
803,2020-02-26,阿联酋,,,13,0,4,0
804,2020-02-26,阿富汗,,,1,0,0,0
805,2020-02-26,阿尔及利亚,,,1,0,0,0
806,2020-02-26,日本,,,164,0,23,1
807,2020-02-27,中国,,,78959,2308,36157,2791
808,2020-02-27,越南,,,16,0,16,0
809,2020-02-27,英国,,,15,0,8,0
810,2020-02-27,印度,,,3,0,3,0
811,2020-02-27,意大利,,,528,0,40,14
812,2020-02-27,以色列,,,6,0,0,0
813,2020-02-27,伊朗,,,245,0,54,26
814,2020-02-27,伊拉克,,,6,0,0,0
815,2020-02-27,新加坡,,,93,0,62,0
816,2020-02-27,希腊,,,3,0,0,0
817,2020-02-27,西班牙,,,13,0,2,0
818,2020-02-27,泰国,,,40,0,22,0
819,2020-02-27,斯里兰卡,,,1,0,1,0
820,2020-02-27,瑞士,,,4,0,0,0
821,2020-02-27,瑞典,,,2,0,0,0
822,2020-02-27,挪威,,,1,0,0,0
823,2020-02-27,尼泊尔,,,1,0,1,0
824,2020-02-27,美国,,,60,0,3,0
825,2020-02-27,马来西亚,,,23,0,18,0
826,2020-02-27,罗马尼亚,,,1,0,0,0
827,2020-02-27,黎巴嫩,,,2,0,0,0
828,2020-02-27,克罗地亚,,,3,0,0,0
829,2020-02-27,科威特,,,43,0,0,0
830,2020-02-27,柬埔寨,,,1,0,1,0
831,2020-02-27,加拿大,,,12,0,4,0
832,2020-02-27,韩国,,,1766,0,24,13
833,2020-02-27,格鲁吉亚,,,1,0,0,0
834,2020-02-27,芬兰,,,2,0,1,0
835,2020-02-27,菲律宾,,,3,0,1,1
836,2020-02-27,法国,,,18,0,11,2
837,2020-02-27,俄罗斯,,,5,0,2,0
838,2020-02-27,德国,,,27,0,14,0
839,2020-02-27,丹麦,,,1,0,0,0
840,2020-02-27,比利时,,,1,0,1,0
841,2020-02-27,北马其顿,,,1,0,0,0
842,2020-02-27,巴西,,,1,0,0,0
843,2020-02-27,巴林,,,33,0,0,0
844,2020-02-27,巴基斯坦,,,2,0,0,0
845,2020-02-27,澳大利亚,,,23,0,15,0
846,2020-02-27,奥地利,,,3,0,0,0
847,2020-02-27,爱沙尼亚,,,1,0,0,0
848,2020-02-27,阿曼,,,5,0,0,0
849,2020-02-27,阿联酋,,,13,0,4,0
850,2020-02-27,阿富汗,,,1,0,0,0
851,2020-02-27,阿尔及利亚,,,1,0,0,0
852,2020-02-27,日本,,,186,0,27,3
853,2020-02-28,中国,,,79389,1418,39049,2838
854,2020-02-28,越南,,,16,0,16,0
855,2020-02-28,英国,,,19,0,8,0
856,2020-02-28,印度,,,3,0,3,0
857,2020-02-28,意大利,,,653,0,45,17
858,2020-02-28,以色列,,,8,0,0,0
859,2020-02-28,伊朗,,,388,0,54,34
860,2020-02-28,伊拉克,,,6,0,0,0
861,2020-02-28,新西兰,,,1,0,0,0
862,2020-02-28,新加坡,,,93,0,62,0
863,2020-02-28,希腊,,,3,0,0,0
864,2020-02-28,西班牙,,,25,0,2,0
865,2020-02-28,泰国,,,40,0,22,0
866,2020-02-28,斯里兰卡,,,1,0,1,0
867,2020-02-28,瑞士,,,9,0,0,0
868,2020-02-28,瑞典,,,2,0,0,0
869,2020-02-28,挪威,,,4,0,0,0
870,2020-02-28,尼日利亚,,,1,0,0,0
871,2020-02-28,尼泊尔,,,1,0,1,0
872,2020-02-28,墨西哥,,,1,0,0,0
873,2020-02-28,美国,,,60,0,3,0
874,2020-02-28,马来西亚,,,25,0,18,0
875,2020-02-28,罗马尼亚,,,1,0,0,0
876,2020-02-28,立陶宛,,,1,0,0,0
877,2020-02-28,黎巴嫩,,,2,0,0,0
878,2020-02-28,克罗地亚,,,3,0,0,0
879,2020-02-28,科威特,,,45,0,0,0
880,2020-02-28,柬埔寨,,,1,0,1,0
881,2020-02-28,加拿大,,,14,0,4,0
882,2020-02-28,荷兰,,,2,0,0,0
883,2020-02-28,韩国,,,2337,0,26,16
884,2020-02-28,格鲁吉亚,,,2,0,0,0
885,2020-02-28,芬兰,,,2,0,1,0
886,2020-02-28,菲律宾,,,3,0,1,1
887,2020-02-28,法国,,,41,0,12,2
888,2020-02-28,俄罗斯,,,5,0,2,0
889,2020-02-28,德国,,,53,0,14,0
890,2020-02-28,丹麦,,,1,0,0,0
891,2020-02-28,比利时,,,1,0,1,0
892,2020-02-28,北马其顿,,,1,0,0,0
893,2020-02-28,白俄罗斯,,,1,0,0,0
894,2020-02-28,巴西,,,1,0,0,0
895,2020-02-28,巴林,,,36,0,0,0
896,2020-02-28,巴基斯坦,,,2,0,0,0
897,2020-02-28,澳大利亚,,,23,0,15,0
898,2020-02-28,奥地利,,,5,0,0,0
899,2020-02-28,爱沙尼亚,,,1,0,0,0
900,2020-02-28,埃及,,,1,0,1,0
901,2020-02-28,阿塞拜疆,,,1,0,0,0
902,2020-02-28,阿曼,,,5,0,0,0
903,2020-02-28,阿联酋,,,19,0,4,0
904,2020-02-28,阿富汗,,,1,0,0,0
905,2020-02-28,阿尔及利亚,,,1,0,0,0
906,2020-02-28,日本,,,210,0,30,4
907,2020-02-29,中国,,,79968,851,41675,2873
908,2020-02-29,越南,,,16,0,16,0
909,2020-02-29,英国,,,23,0,8,0
910,2020-02-29,印度,,,3,0,3,0
911,2020-02-29,意大利,,,889,0,46,21
912,2020-02-29,以色列,,,9,0,0,0
913,2020-02-29,伊朗,,,593,0,123,43
914,2020-02-29,伊拉克,,,8,0,0,0
915,2020-02-29,新西兰,,,1,0,0,0
916,2020-02-29,新加坡,,,102,0,69,0
917,2020-02-29,希腊,,,4,0,0,0
918,2020-02-29,西班牙,,,41,0,2,0
919,2020-02-29,泰国,,,42,0,28,0
920,2020-02-29,斯里兰卡,,,1,0,1,0
921,2020-02-29,圣马力诺,,,1,0,0,0
922,2020-02-29,瑞士,,,15,0,0,0
923,2020-02-29,瑞典,,,12,0,0,0
924,2020-02-29,挪威,,,7,0,0,0
925,2020-02-29,尼日利亚,,,1,0,0,0
926,2020-02-29,尼泊尔,,,1,0,1,0
927,2020-02-29,墨西哥,,,3,0,0,0
928,2020-02-29,摩纳哥,,,1,0,0,0
929,2020-02-29,美国,,,64,0,3,0
930,2020-02-29,马来西亚,,,25,0,22,0
931,2020-02-29,罗马尼亚,,,3,0,0,0
932,2020-02-29,立陶宛,,,1,0,0,0
933,2020-02-29,黎巴嫩,,,3,0,0,0
934,2020-02-29,克罗地亚,,,5,0,0,0
935,2020-02-29,科威特,,,45,0,0,0
936,2020-02-29,卡塔尔,,,1,0,0,0
937,2020-02-29,柬埔寨,,,1,0,1,0
938,2020-02-29,加拿大,,,16,0,4,0
939,2020-02-29,荷兰,,,4,0,0,0
940,2020-02-29,韩国,,,3150,0,27,17
941,2020-02-29,格鲁吉亚,,,3,0,0,0
942,2020-02-29,芬兰,,,3,0,1,0
943,2020-02-29,菲律宾,,,3,0,1,1
944,2020-02-29,法国,,,73,0,12,2
945,2020-02-29,俄罗斯,,,5,0,2,0
946,2020-02-29,德国,,,66,0,16,0
947,2020-02-29,丹麦,,,3,0,0,0
948,2020-02-29,冰岛,,,1,0,0,0
949,2020-02-29,比利时,,,1,0,1,0
950,2020-02-29,北马其顿,,,1,0,0,0
951,2020-02-29,白俄罗斯,,,1,0,0,0
952,2020-02-29,巴西,,,1,0,0,0
953,2020-02-29,巴林,,,41,0,0,0
954,2020-02-29,巴基斯坦,,,2,0,0,0
955,2020-02-29,澳大利亚,,,25,0,15,0
956,2020-02-29,奥地利,,,5,0,0,0
957,2020-02-29,爱沙尼亚,,,1,0,0,0
958,2020-02-29,埃及,,,1,0,1,0
959,2020-02-29,阿塞拜疆,,,3,0,0,0
960,2020-02-29,阿曼,,,6,0,0,0
961,2020-02-29,阿联酋,,,21,0,5,0
962,2020-02-29,阿富汗,,,1,0,0,0
963,2020-02-29,阿尔及利亚,,,1,0,0,0
964,2020-02-29,日本,,,230,0,33,5
965,2020-03-01,中国,,,80174,715,44518,2915
966,2020-03-01,越南,,,16,0,16,0
967,2020-03-01,英国,,,35,0,8,0
968,2020-03-01,印度,,,3,0,3,0
969,2020-03-01,意大利,,,1128,0,50,29
970,2020-03-01,以色列,,,10,0,0,0
971,2020-03-01,伊朗,,,593,0,123,54
972,2020-03-01,伊拉克,,,13,0,0,0
973,2020-03-01,亚美尼亚,,,1,0,0,0
974,2020-03-01,新西兰,,,1,0,0,0
975,2020-03-01,新加坡,,,102,0,72,0
976,2020-03-01,希腊,,,7,0,0,0
977,2020-03-01,西班牙,,,74,0,2,0
978,2020-03-01,泰国,,,42,0,28,1
979,2020-03-01,斯里兰卡,,,1,0,1,0
980,2020-03-01,圣马力诺,,,1,0,0,0
981,2020-03-01,瑞士,,,24,0,0,0
982,2020-03-01,瑞典,,,13,0,0,0
983,2020-03-01,挪威,,,17,0,0,0
984,2020-03-01,尼日利亚,,,1,0,0,0
985,2020-03-01,尼泊尔,,,1,0,1,0
986,2020-03-01,墨西哥,,,4,0,0,0
987,2020-03-01,摩纳哥,,,1,0,0,0
988,2020-03-01,美国,,,69,0,3,1
989,2020-03-01,马来西亚,,,29,0,22,0
990,2020-03-01,罗马尼亚,,,3,0,0,0
991,2020-03-01,卢森堡,,,1,0,0,0
992,2020-03-01,立陶宛,,,1,0,0,0
993,2020-03-01,黎巴嫩,,,3,0,0,0
994,2020-03-01,克罗地亚,,,7,0,0,0
995,2020-03-01,科威特,,,46,0,0,0
996,2020-03-01,卡塔尔,,,1,0,0,0
997,2020-03-01,柬埔寨,,,1,0,1,0
998,2020-03-01,加拿大,,,20,0,4,0
999,2020-03-01,荷兰,,,7,0,0,0
1000,2020-03-01,韩国,,,3736,0,27,20
1001,2020-03-01,格鲁吉亚,,,3,0,0,0
1002,2020-03-01,芬兰,,,3,0,1,0
1003,2020-03-01,菲律宾,,,3,0,1,1
1004,2020-03-01,法国,,,100,0,12,2
1005,2020-03-01,厄瓜多尔,,,1,0,0,0
1006,2020-03-01,俄罗斯,,,5,0,2,0
1007,2020-03-01,德国,,,117,0,16,0
1008,2020-03-01,丹麦,,,3,0,0,0
1009,2020-03-01,冰岛,,,1,0,0,0
1010,2020-03-01,比利时,,,2,0,1,0
1011,2020-03-01,北马其顿,,,1,0,0,0
1012,2020-03-01,白俄罗斯,,,1,0,0,0
1013,2020-03-01,巴西,,,2,0,0,0
1014,2020-03-01,巴林,,,41,0,0,0
1015,2020-03-01,巴基斯坦,,,3,0,0,0
1016,2020-03-01,澳大利亚,,,25,0,15,1
1017,2020-03-01,奥地利,,,10,0,0,0
1018,2020-03-01,爱沙尼亚,,,1,0,0,0
1019,2020-03-01,爱尔兰,,,1,0,0,0
1020,2020-03-01,埃及,,,1,0,1,0
1021,2020-03-01,阿塞拜疆,,,3,0,0,0
1022,2020-03-01,阿曼,,,6,0,0,0
1023,2020-03-01,阿联酋,,,21,0,5,0
1024,2020-03-01,阿富汗,,,1,0,0,0
1025,2020-03-01,阿尔及利亚,,,1,0,0,0
1026,2020-03-01,日本,,,239,0,33,5
1027,2020-03-02,中国,,,80302,587,47260,2946
1028,2020-03-02,越南,,,16,0,16,0
1029,2020-03-02,约旦,,,1,0,0,0
1030,2020-03-02,英国,,,40,0,8,0
1031,2020-03-02,印度尼西亚,,,2,0,0,0
1032,2020-03-02,印度,,,5,0,3,0
1033,2020-03-02,意大利,,,1731,0,83,42
1034,2020-03-02,以色列,,,10,0,0,0
1035,2020-03-02,伊朗,,,1501,0,291,66
1036,2020-03-02,伊拉克,,,21,0,0,0
1037,2020-03-02,亚美尼亚,,,1,0,0,0
1038,2020-03-02,新西兰,,,1,0,0,0
1039,2020-03-02,新加坡,,,106,0,74,0
1040,2020-03-02,希腊,,,7,0,0,0
1041,2020-03-02,西班牙,,,74,0,2,0
1042,2020-03-02,泰国,,,43,0,28,1
1043,2020-03-02,斯里兰卡,,,1,0,1,0
1044,2020-03-02,圣马力诺,,,1,0,0,0
1045,2020-03-02,瑞士,,,27,0,0,0
1046,2020-03-02,瑞典,,,14,0,0,0
1047,2020-03-02,葡萄牙,,,2,0,0,0
1048,2020-03-02,挪威,,,19,0,0,0
1049,2020-03-02,尼日利亚,,,1,0,0,0
1050,2020-03-02,尼泊尔,,,1,0,1,0
1051,2020-03-02,墨西哥,,,5,0,0,0
1052,2020-03-02,摩纳哥,,,1,0,0,0
1053,2020-03-02,美国,,,89,0,3,2
1054,2020-03-02,马来西亚,,,29,0,22,0
1055,2020-03-02,罗马尼亚,,,3,0,0,0
1056,2020-03-02,卢森堡,,,1,0,0,0
1057,2020-03-02,立陶宛,,,1,0,0,0
1058,2020-03-02,黎巴嫩,,,3,0,0,0
1059,2020-03-02,克罗地亚,,,8,0,0,0
1060,2020-03-02,科威特,,,56,0,0,0
1061,2020-03-02,卡塔尔,,,1,0,0,0
1062,2020-03-02,捷克,,,3,0,0,0
1063,2020-03-02,柬埔寨,,,1,0,1,0
1064,2020-03-02,加拿大,,,24,0,4,0
1065,2020-03-02,荷兰,,,10,0,0,0
1066,2020-03-02,韩国,,,4335,0,30,26
1067,2020-03-02,格鲁吉亚,,,3,0,0,0
1068,2020-03-02,芬兰,,,6,0,1,0
1069,2020-03-02,菲律宾,,,3,0,1,1
1070,2020-03-02,法国,,,130,0,12,2
1071,2020-03-02,厄瓜多尔,,,6,0,0,0
1072,2020-03-02,俄罗斯,,,6,0,2,0
1073,2020-03-02,多米尼加,,,1,0,0,0
1074,2020-03-02,德国,,,150,0,16,0
1075,2020-03-02,丹麦,,,4,0,0,0
1076,2020-03-02,冰岛,,,3,0,0,0
1077,2020-03-02,比利时,,,8,0,1,0
1078,2020-03-02,北马其顿,,,1,0,0,0
1079,2020-03-02,白俄罗斯,,,1,0,0,0
1080,2020-03-02,巴西,,,2,0,0,0
1081,2020-03-02,巴林,,,47,0,0,0
1082,2020-03-02,巴基斯坦,,,4,0,0,0
1083,2020-03-02,澳大利亚,,,33,0,15,1
1084,2020-03-02,奥地利,,,14,0,0,0
1085,2020-03-02,安道尔,,,1,0,0,0
1086,2020-03-02,爱沙尼亚,,,1,0,0,0
1087,2020-03-02,爱尔兰,,,1,0,0,0
1088,2020-03-02,埃及,,,2,0,1,0
1089,2020-03-02,阿塞拜疆,,,3,0,0,0
1090,2020-03-02,阿曼,,,6,0,0,0
1091,2020-03-02,阿联酋,,,21,0,5,0
1092,2020-03-02,阿富汗,,,1,0,0,0
1093,2020-03-02,阿尔及利亚,,,3,0,0,0
1094,2020-03-02,日本,,,254,0,33,6
1095,2020-03-03,中国,,,80303,587,47423,2948
1096,2020-03-03,越南,,,16,0,16,0
1097,2020-03-03,约旦,,,1,0,0,0
1098,2020-03-03,英国,,,51,0,8,0
1099,2020-03-03,印度尼西亚,,,2,0,0,0
1100,2020-03-03,印度,,,11,0,3,0
1101,2020-03-03,意大利,,,2084,0,149,52
1102,2020-03-03,以色列,,,12,0,0,0
1103,2020-03-03,伊朗,,,2336,0,435,77
1104,2020-03-03,伊拉克,,,26,0,0,0
1105,2020-03-03,亚美尼亚,,,1,0,0,0
1106,2020-03-03,新西兰,,,1,0,0,0
1107,2020-03-03,新加坡,,,110,0,78,0
1108,2020-03-03,希腊,,,7,0,0,0
1109,2020-03-03,西班牙,,,150,0,3,0
1110,2020-03-03,乌克兰,,,1,0,0,0
1111,2020-03-03,突尼斯,,,1,0,0,0
1112,2020-03-03,泰国,,,43,0,28,1
1113,2020-03-03,斯里兰卡,,,1,0,1,0
1114,2020-03-03,圣马力诺,,,1,0,0,0
1115,2020-03-03,沙特阿拉伯,,,1,0,0,0
1116,2020-03-03,塞内加尔,,,1,0,0,0
1117,2020-03-03,瑞士,,,46,0,2,0
1118,2020-03-03,瑞典,,,19,0,0,0
1119,2020-03-03,葡萄牙,,,2,0,0,0
1120,2020-03-03,挪威,,,32,0,0,0
1121,2020-03-03,尼日利亚,,,1,0,0,0
1122,2020-03-03,尼泊尔,,,1,0,1,0
1123,2020-03-03,墨西哥,,,5,0,0,0
1124,2020-03-03,摩纳哥,,,1,0,0,0
1125,2020-03-03,摩洛哥,,,1,0,0,0
1126,2020-03-03,美国,,,106,0,3,6
1127,2020-03-03,马来西亚,,,36,0,22,0
1128,2020-03-03,罗马尼亚,,,3,0,1,0
1129,2020-03-03,卢森堡,,,1,0,0,0
1130,2020-03-03,立陶宛,,,1,0,0,0
1131,2020-03-03,黎巴嫩,,,10,0,0,0
1132,2020-03-03,拉脱维亚,,,1,0,0,0
1133,2020-03-03,克罗地亚,,,9,0,0,0
1134,2020-03-03,科威特,,,56,0,0,0
1135,2020-03-03,卡塔尔,,,7,0,0,0
1136,2020-03-03,捷克,,,5,0,0,0
1137,2020-03-03,柬埔寨,,,1,0,1,0
1138,2020-03-03,加拿大,,,27,0,7,0
1139,2020-03-03,荷兰,,,24,0,0,0
1140,2020-03-03,韩国,,,5186,0,30,31
1141,2020-03-03,格鲁吉亚,,,3,0,0,0
1142,2020-03-03,芬兰,,,7,0,1,0
1143,2020-03-03,菲律宾,,,3,0,1,1
1144,2020-03-03,法国,,,204,0,12,3
1145,2020-03-03,厄瓜多尔,,,7,0,0,0
1146,2020-03-03,俄罗斯,,,6,0,2,0
1147,2020-03-03,多米尼加,,,1,0,0,0
1148,2020-03-03,德国,,,196,0,16,0
1149,2020-03-03,丹麦,,,6,0,0,0
1150,2020-03-03,冰岛,,,9,0,0,0
1151,2020-03-03,比利时,,,13,0,1,0
1152,2020-03-03,北马其顿,,,1,0,0,0
1153,2020-03-03,白俄罗斯,,,3,0,0,0
