date,NAME,CAPITAL,name_cn,地区国家,累计确诊,新增确诊
2020-03-09,,,斯洛伐克,斯洛伐克,5,2
2020-03-09,,,斯洛文尼亚,斯洛文尼亚,16,4
2020-03-09,,,泰国,泰国,50,0
2020-03-09,,,突尼斯,突尼斯,2,1
2020-03-09,,,乌克兰,乌克兰,1,0
2020-03-09,,,西班牙,西班牙,589,159
2020-03-09,,,希腊,希腊,73,7
2020-03-09,,,新加坡,新加坡,150,12
2020-03-09,,,新西兰,新西兰,5,0
2020-03-09,,,匈牙利,匈牙利,9,2
2020-03-09,,,亚美尼亚,亚美尼亚,1,0
2020-03-09,,,伊拉克,伊拉克,60,6
2020-03-09,,,伊朗,伊朗,6566,743
2020-03-09,,,以色列,以色列,39,14
2020-03-09,,,意大利,意大利,7375,1492
2020-03-09,,,印度,印度,43,9
2020-03-09,,,印度尼西亚,印度尼西亚,6,2
2020-03-09,,,英国,英国,277,67
2020-03-09,,,约旦,约旦,1,0
2020-03-09,,,越南,越南,30,9
2020-03-09,,,智利,智利,10,5
2020-03-09,,,中国,中国,80924,20
2020-03-09,,,其他,其他,696,0
2020-03-09,,,被占巴勒斯坦领土,被占巴勒斯坦领土,19,3
2020-03-09,,,波黑,波黑,2,0
2020-03-09,,,圣马丁,圣马丁,2,0
2020-03-09,,,直布罗陀,直布罗陀,1,0
2020-03-09,,,圣巴托洛缪岛,圣巴托洛缪岛,1,0
2020-03-09,,,马提尼克,马提尼克,2,0
2020-03-09,,,法罗群岛,法罗群岛,2,1
2020-03-09,,,马耳他,马耳他,3,0
2020-03-09,,,马尔代夫,马尔代夫,4,2
2020-03-10,,,阿尔巴尼亚,阿尔巴尼亚,2,0
2020-03-10,,,阿尔及利亚,阿尔及利亚,20,0
2020-03-10,,,阿富汗,阿富汗,4,0
2020-03-10,,,阿根廷,阿根廷,12,0
2020-03-10,,,阿联酋,阿联酋,59,14
2020-03-10,,,阿曼,阿曼,18,2
2020-03-10,,,阿塞拜疆,阿塞拜疆,9,0
2020-03-10,,,埃及,埃及,59,4
2020-03-10,,,爱尔兰,爱尔兰,24,3
2020-03-10,,,爱沙尼亚,爱沙尼亚,10,0
2020-03-10,,,安道尔,安道尔,1,0
2020-03-10,,,奥地利,奥地利,131,19
2020-03-10,,,澳大利亚,澳大利亚,92,15
2020-03-10,,,巴基斯坦,巴基斯坦,16,10
2020-03-10,,,巴拉圭,巴拉圭,1,0
2020-03-10,,,巴林,巴林,109,30
2020-03-10,,,巴拿马,巴拿马,1,1
2020-03-10,,,巴西,巴西,25,0
2020-03-10,,,白俄罗斯,白俄罗斯,6,0
2020-03-10,,,保加利亚,保加利亚,4,0
2020-03-10,,,比利时,比利时,239,39
2020-03-10,,,冰岛,冰岛,55,0
2020-03-10,,,波兰,波兰,16,5
2020-03-10,,,不丹,不丹,1,0
2020-03-10,,,丹麦,丹麦,90,54
2020-03-10,,,德国,德国,1139,27
2020-03-10,,,多哥,多哥,1,0
2020-03-10,,,多米尼加,多米尼加,5,4
2020-03-10,,,俄罗斯,俄罗斯,7,0
2020-03-10,,,厄瓜多尔,厄瓜多尔,15,0
2020-03-10,,,法国,法国,1402,286
2020-03-10,,,法属圭亚那,法属圭亚那,5,0
2020-03-10,,,梵蒂冈,梵蒂冈,1,0
2020-03-10,,,菲律宾,菲律宾,33,23
2020-03-10,,,芬兰,芬兰,40,10
2020-03-10,,,哥伦比亚,哥伦比亚,3,2
2020-03-10,,,哥斯达黎加,哥斯达黎加,9,0
2020-03-10,,,格鲁吉亚,格鲁吉亚,15,2
2020-03-10,,,韩国,韩国,7513,131
2020-03-10,,,荷兰,荷兰,321,56
2020-03-10,,,加拿大,加拿大,77,15
2020-03-10,,,柬埔寨,柬埔寨,2,0
2020-03-10,,,捷克,捷克,38,6
2020-03-10,,,喀麦隆,喀麦隆,2,0
2020-03-10,,,卡塔尔,卡塔尔,18,3
2020-03-10,,,科威特,科威特,65,1
2020-03-10,,,克罗地亚,克罗地亚,12,1
2020-03-10,,,拉脱维亚,拉脱维亚,6,3
2020-03-10,,,黎巴嫩,黎巴嫩,41,9
2020-03-10,,,立陶宛,立陶宛,1,0
2020-03-10,,,列支敦士登,列支敦士登,1,0
2020-03-10,,,卢森堡,卢森堡,5,3
2020-03-10,,,罗马尼亚,罗马尼亚,15,0
2020-03-10,,,马来西亚,马来西亚,117,24
2020-03-10,,,北马其顿,北马其顿,7,4
2020-03-10,,,美国,美国,472,259
2020-03-10,,,蒙古,蒙古,1,1
2020-03-10,,,孟加拉国,孟加拉国,3,0
2020-03-10,,,秘鲁,秘鲁,9,3
2020-03-10,,,摩尔多瓦,摩尔多瓦,1,0
2020-03-10,,,摩洛哥,摩洛哥,2,0
2020-03-10,,,摩纳哥,摩纳哥,1,0
2020-03-10,,,墨西哥,墨西哥,7,0
2020-03-10,,,南非,南非,7,4
2020-03-10,,,尼泊尔,尼泊尔,1,0
2020-03-10,,,尼日利亚,尼日利亚,2,0
2020-03-10,,,挪威,挪威,192,23
2020-03-10,,,葡萄牙,葡萄牙,30,0
2020-03-10,,,日本,日本,514,26
2020-03-10,,,瑞典,瑞典,248,45
2020-03-10,,,瑞士,瑞士,332,0
2020-03-10,,,塞尔维亚,塞尔维亚,1,0
2020-03-10,,,塞内加尔,塞内加尔,4,0
2020-03-10,,,塞浦路斯,塞浦路斯,2,2
2020-03-10,,,沙特阿拉伯,沙特阿拉伯,15,0
2020-03-10,,,圣马力诺,圣马力诺,49,12
2020-03-10,,,斯里兰卡,斯里兰卡,1,0
2020-03-10,,,斯洛伐克,斯洛伐克,7,2
2020-03-10,,,斯洛文尼亚,斯洛文尼亚,23,7
2020-03-10,,,泰国,泰国,53,3
2020-03-10,,,突尼斯,突尼斯,2,0
2020-03-10,,,文莱,文莱,1,1
2020-03-10,,,乌克兰,乌克兰,1,0
2020-03-10,,,西班牙,西班牙,1024,435
2020-03-10,,,希腊,希腊,73,0
2020-03-10,,,新加坡,新加坡,160,10
2020-03-10,,,新西兰,新西兰,5,0
2020-03-10,,,匈牙利,匈牙利,9,0
2020-03-10,,,亚美尼亚,亚美尼亚,1,0
2020-03-10,,,伊拉克,伊拉克,61,1
2020-03-10,,,伊朗,伊朗,7161,595
2020-03-10,,,以色列,以色列,39,0
2020-03-10,,,意大利,意大利,9172,1797
2020-03-10,,,印度,印度,44,1
2020-03-10,,,印度尼西亚,印度尼西亚,19,13
2020-03-10,,,英国,英国,323,46
2020-03-10,,,约旦,约旦,1,0
2020-03-10,,,越南,越南,31,1
2020-03-10,,,智利,智利,13,3
2020-03-10,,,中国,中国,80955,31
2020-03-10,,,其他,其他,696,0
2020-03-10,,,被占巴勒斯坦领土,被占巴勒斯坦领土,26,7
2020-03-10,,,波黑,波黑,2,0
2020-03-10,,,圣马丁,圣马丁,2,0
2020-03-10,,,直布罗陀,直布罗陀,1,0
2020-03-10,,,圣巴托洛缪岛,圣巴托洛缪岛,1,0
2020-03-10,,,马提尼克,马提尼克,2,0
2020-03-10,,,法罗群岛,法罗群岛,2,0
2020-03-10,,,马耳他,马耳他,4,1
2020-03-10,,,马尔代夫,马尔代夫,4,0
2020-03-10,,,根西,根西,1,1
2020-03-12,,,阿尔巴尼亚,阿尔巴尼亚,10,0
2020-03-12,,,阿尔及利亚,阿尔及利亚,25,5
2020-03-12,,,阿富汗,阿富汗,7,3
2020-03-12,,,阿根廷,阿根廷,19,2
2020-03-12,,,阿联酋,阿联酋,74,0
2020-03-12,,,阿曼,阿曼,18,0
2020-03-12,,,阿塞拜疆,阿塞拜疆,9,0
2020-03-12,,,埃及,埃及,67,8
2020-03-12,,,爱尔兰,爱尔兰,43,9
2020-03-12,,,爱沙尼亚,爱沙尼亚,13,0
2020-03-12,,,安道尔,安道尔,1,0
2020-03-12,,,奥地利,奥地利,302,120
2020-03-12,,,澳大利亚,澳大利亚,122,10
2020-03-12,,,巴基斯坦,巴基斯坦,19,3
2020-03-12,,,巴拉圭,巴拉圭,5,0
2020-03-12,,,巴林,巴林,189,79
2020-03-12,,,巴拿马,巴拿马,10,2
2020-03-12,,,巴西,巴西,52,18
2020-03-12,,,白俄罗斯,白俄罗斯,12,3
2020-03-12,,,保加利亚,保加利亚,7,1
2020-03-12,,,比利时,比利时,314,47
2020-03-12,,,冰岛,冰岛,61,0
2020-03-12,,,波兰,波兰,44,22
2020-03-12,,,玻利维亚,玻利维亚,2,0
2020-03-12,,,不丹,不丹,1,0
2020-03-12,,,布基纳法索,布基纳法索,2,0
2020-03-12,,,丹麦,丹麦,615,353
2020-03-12,,,德国,德国,1567,271
2020-03-12,,,多哥,多哥,1,0
2020-03-12,,,多米尼加,多米尼加,5,0
2020-03-12,,,俄罗斯,俄罗斯,20,13
2020-03-12,,,厄瓜多尔,厄瓜多尔,17,2
2020-03-12,,,法国,法国,2269,495
2020-03-12,,,法属圭亚那,法属圭亚那,5,0
2020-03-12,,,梵蒂冈,梵蒂冈,1,0
2020-03-12,,,菲律宾,菲律宾,52,3
2020-03-12,,,芬兰,芬兰,40,0
2020-03-12,,,刚果（金）,刚果（金）,1,0
2020-03-12,,,哥伦比亚,哥伦比亚,9,6
2020-03-12,,,哥斯达黎加,哥斯达黎加,13,0
2020-03-12,,,格鲁吉亚,格鲁吉亚,23,0
2020-03-12,,,韩国,韩国,7869,114
2020-03-12,,,荷兰,荷兰,503,121
2020-03-12,,,洪都拉斯,洪都拉斯,2,2
2020-03-12,,,加拿大,加拿大,93,0
2020-03-12,,,柬埔寨,柬埔寨,3,0
2020-03-12,,,捷克,捷克,94,33
2020-03-12,,,喀麦隆,喀麦隆,2,0
2020-03-12,,,卡塔尔,卡塔尔,262,238
2020-03-12,,,科特迪瓦,科特迪瓦,1,1
2020-03-12,,,科威特,科威特,80,11
2020-03-12,,,克罗地亚,克罗地亚,16,0
2020-03-12,,,拉脱维亚,拉脱维亚,16,8
2020-03-12,,,黎巴嫩,黎巴嫩,66,25
2020-03-12,,,立陶宛,立陶宛,3,2
2020-03-12,,,列支敦士登,列支敦士登,1,0
2020-03-12,,,卢森堡,卢森堡,17,12
2020-03-12,,,罗马尼亚,罗马尼亚,48,23
2020-03-12,,,马来西亚,马来西亚,129,0
2020-03-12,,,北马其顿,北马其顿,7,0
2020-03-12,,,美国,美国,987,291
2020-03-12,,,蒙古,蒙古,1,0
2020-03-12,,,孟加拉国,孟加拉国,3,0
2020-03-12,,,秘鲁,秘鲁,17,6
2020-03-12,,,摩尔多瓦,摩尔多瓦,4,1
2020-03-12,,,摩洛哥,摩洛哥,5,2
2020-03-12,,,摩纳哥,摩纳哥,1,0
2020-03-12,,,墨西哥,墨西哥,11,4
2020-03-12,,,南非,南非,13,6
2020-03-12,,,尼泊尔,尼泊尔,1,0
2020-03-12,,,尼日利亚,尼日利亚,2,0
2020-03-12,,,挪威,挪威,277,0
2020-03-12,,,葡萄牙,葡萄牙,41,0
2020-03-12,,,日本,日本,620,52
2020-03-12,,,瑞典,瑞典,461,135
2020-03-12,,,瑞士,瑞士,645,154
2020-03-12,,,塞尔维亚,塞尔维亚,19,7
2020-03-12,,,塞内加尔,塞内加尔,4,0
2020-03-12,,,塞浦路斯,塞浦路斯,6,4
2020-03-12,,,沙特阿拉伯,沙特阿拉伯,21,1
2020-03-12,,,圣马力诺,圣马力诺,63,0
2020-03-12,,,斯里兰卡,斯里兰卡,2,1
2020-03-12,,,斯洛伐克,斯洛伐克,10,3
2020-03-12,,,斯洛文尼亚,斯洛文尼亚,57,26
2020-03-12,,,泰国,泰国,70,11
2020-03-12,,,突尼斯,突尼斯,6,0
2020-03-12,,,土耳其,土耳其,1,1
2020-03-12,,,文莱,文莱,12,11
2020-03-12,,,乌克兰,乌克兰,1,0
2020-03-12,,,西班牙,西班牙,2140,501
2020-03-12,,,希腊,希腊,98,9
2020-03-12,,,新加坡,新加坡,178,12
2020-03-12,,,新西兰,新西兰,5,0
2020-03-12,,,匈牙利,匈牙利,13,0
2020-03-12,,,牙买加,牙买加,1,0
2020-03-12,,,亚美尼亚,亚美尼亚,1,0
2020-03-12,,,伊拉克,伊拉克,70,9
2020-03-12,,,伊朗,伊朗,9000,958
2020-03-12,,,以色列,以色列,75,0
2020-03-12,,,意大利,意大利,12462,2313
2020-03-12,,,印度,印度,73,13
2020-03-12,,,印度尼西亚,印度尼西亚,34,7
2020-03-12,,,英国,英国,460,87
2020-03-12,,,约旦,约旦,1,0
2020-03-12,,,越南,越南,39,4
2020-03-12,,,智利,智利,23,6
2020-03-12,,,中国,中国,81003,11
2020-03-12,,,其他,其他,696,0
2020-03-12,,,被占巴勒斯坦领土,被占巴勒斯坦领土,30,0
2020-03-12,,,波黑,波黑,4,0
2020-03-12,,,圣马丁,圣马丁,2,0
2020-03-12,,,直布罗陀,直布罗陀,1,0
2020-03-12,,,圣巴托洛缪岛,圣巴托洛缪岛,1,0
2020-03-12,,,马提尼克,马提尼克,3,0
2020-03-12,,,法罗群岛,法罗群岛,2,0
2020-03-12,,,马耳他,马耳他,6,2
2020-03-12,,,马尔代夫,马尔代夫,8,0
2020-03-12,,,根西,根西,1,0
2020-03-12,,,法属波利尼西亚,法属波利尼西亚,1,1
2020-03-13,,,阿尔巴尼亚,阿尔巴尼亚,23,13
2020-03-13,,,阿尔及利亚,阿尔及利亚,25,0
2020-03-13,,,阿富汗,阿富汗,7,0
2020-03-13,,,阿根廷,阿根廷,31,12
2020-03-13,,,阿联酋,阿联酋,85,11
2020-03-13,,,阿曼,阿曼,18,0
2020-03-13,,,阿塞拜疆,阿塞拜疆,11,2
2020-03-13,,,埃及,埃及,67,0
2020-03-13,,,爱尔兰,爱尔兰,70,27
2020-03-13,,,爱沙尼亚,爱沙尼亚,13,0
2020-03-13,,,安道尔,安道尔,1,0
2020-03-13,,,奥地利,奥地利,361,59
2020-03-13,,,澳大利亚,澳大利亚,140,18
2020-03-13,,,巴基斯坦,巴基斯坦,20,1
2020-03-13,,,巴拉圭,巴拉圭,5,0
2020-03-13,,,巴林,巴林,195,6
2020-03-13,,,巴拿马,巴拿马,14,4
2020-03-13,,,巴西,巴西,77,25
2020-03-13,,,白俄罗斯,白俄罗斯,12,0
2020-03-13,,,保加利亚,保加利亚,7,0
2020-03-13,,,比利时,比利时,314,0
2020-03-13,,,冰岛,冰岛,61,0
2020-03-13,,,波兰,波兰,49,5
2020-03-13,,,玻利维亚,玻利维亚,3,1
2020-03-13,,,不丹,不丹,1,0
2020-03-13,,,布基纳法索,布基纳法索,2,0
2020-03-13,,,丹麦,丹麦,674,59
2020-03-13,,,德国,德国,2369,802
2020-03-13,,,多哥,多哥,1,0
2020-03-13,,,多米尼加,多米尼加,5,0
2020-03-13,,,俄罗斯,俄罗斯,34,14
2020-03-13,,,厄瓜多尔,厄瓜多尔,17,0
2020-03-13,,,法国,法国,2860,591
2020-03-13,,,法属圭亚那,法属圭亚那,6,1
2020-03-13,,,梵蒂冈,梵蒂冈,1,0
2020-03-13,,,菲律宾,菲律宾,52,0
2020-03-13,,,芬兰,芬兰,109,69
2020-03-13,,,刚果（金）,刚果（金）,1,0
2020-03-13,,,哥伦比亚,哥伦比亚,9,0
2020-03-13,,,哥斯达黎加,哥斯达黎加,22,9
2020-03-13,,,格鲁吉亚,格鲁吉亚,25,2
2020-03-13,,,古巴,古巴,3,3
2020-03-13,,,圭亚那,圭亚那,1,1
2020-03-13,,,韩国,韩国,7979,110
2020-03-13,,,荷兰,荷兰,614,111
2020-03-13,,,洪都拉斯,洪都拉斯,2,0
2020-03-13,,,加拿大,加拿大,138,45
2020-03-13,,,柬埔寨,柬埔寨,5,2
2020-03-13,,,捷克,捷克,116,22
2020-03-13,,,喀麦隆,喀麦隆,2,0
2020-03-13,,,卡塔尔,卡塔尔,262,0
2020-03-13,,,科特迪瓦,科特迪瓦,1,0
2020-03-13,,,科威特,科威特,80,0
2020-03-13,,,克罗地亚,克罗地亚,16,0
2020-03-13,,,拉脱维亚,拉脱维亚,16,0
2020-03-13,,,黎巴嫩,黎巴嫩,66,0
2020-03-13,,,立陶宛,立陶宛,3,0
2020-03-13,,,列支敦士登,列支敦士登,4,3
2020-03-13,,,留尼汪,留尼汪,3,3
2020-03-13,,,卢森堡,卢森堡,17,0
2020-03-13,,,罗马尼亚,罗马尼亚,48,0
2020-03-13,,,马来西亚,马来西亚,129,0
2020-03-13,,,北马其顿,北马其顿,7,0
2020-03-13,,,美国,美国,1264,277
2020-03-13,,,蒙古,蒙古,1,0
2020-03-13,,,孟加拉国,孟加拉国,3,0
2020-03-13,,,秘鲁,秘鲁,22,5
2020-03-13,,,摩尔多瓦,摩尔多瓦,4,0
2020-03-13,,,摩洛哥,摩洛哥,6,1
2020-03-13,,,摩纳哥,摩纳哥,1,0
2020-03-13,,,墨西哥,墨西哥,12,1
2020-03-13,,,南非,南非,17,4
2020-03-13,,,尼泊尔,尼泊尔,1,0
2020-03-13,,,尼日利亚,尼日利亚,2,0
2020-03-13,,,挪威,挪威,489,0
2020-03-13,,,葡萄牙,葡萄牙,41,0
2020-03-13,,,日本,日本,675,55
2020-03-13,,,瑞典,瑞典,620,159
2020-03-13,,,瑞士,瑞士,858,213
2020-03-13,,,塞尔维亚,塞尔维亚,19,0
2020-03-13,,,塞内加尔,塞内加尔,10,6
2020-03-13,,,塞浦路斯,塞浦路斯,6,0
2020-03-13,,,沙特阿拉伯,沙特阿拉伯,21,0
2020-03-13,,,圣马力诺,圣马力诺,63,0
2020-03-13,,,斯里兰卡,斯里兰卡,3,1
2020-03-13,,,斯洛伐克,斯洛伐克,21,11
2020-03-13,,,斯洛文尼亚,斯洛文尼亚,57,0
2020-03-13,,,泰国,泰国,75,5
2020-03-13,,,突尼斯,突尼斯,7,1
2020-03-13,,,土耳其,土耳其,1,0
2020-03-13,,,文莱,文莱,12,0
2020-03-13,,,乌克兰,乌克兰,3,2
2020-03-13,,,西班牙,西班牙,2965,825
2020-03-13,,,希腊,希腊,98,0
2020-03-13,,,新加坡,新加坡,187,9
2020-03-13,,,新西兰,新西兰,5,0
2020-03-13,,,匈牙利,匈牙利,16,3
2020-03-13,,,牙买加,牙买加,1,0
2020-03-13,,,亚美尼亚,亚美尼亚,1,0
2020-03-13,,,伊拉克,伊拉克,70,0
2020-03-13,,,伊朗,伊朗,10075,1075
2020-03-13,,,以色列,以色列,75,0
2020-03-13,,,意大利,意大利,15113,2651
2020-03-13,,,印度,印度,74,1
2020-03-13,,,印度尼西亚,印度尼西亚,34,0
2020-03-13,,,英国,英国,594,134
2020-03-13,,,约旦,约旦,1,0
2020-03-13,,,越南,越南,39,0
2020-03-13,,,智利,智利,33,10
2020-03-13,,,中国,中国,81021,18
2020-03-13,,,其他,其他,696,0
2020-03-13,,,被占巴勒斯坦领土,被占巴勒斯坦领土,31,1
2020-03-13,,,波黑,波黑,4,0
2020-03-13,,,圣马丁,圣马丁,2,0
2020-03-13,,,直布罗陀,直布罗陀,1,0
2020-03-13,,,圣巴托洛缪岛,圣巴托洛缪岛,1,0
2020-03-13,,,马提尼克,马提尼克,4,1
2020-03-13,,,法罗群岛,法罗群岛,2,0
2020-03-13,,,马耳他,马耳他,9,3
2020-03-13,,,马尔代夫,马尔代夫,8,0
2020-03-13,,,根西,根西,1,0
2020-03-13,,,法属波利尼西亚,法属波利尼西亚,1,0
2020-03-13,,,泽西岛,泽西岛,2,2
2020-03-13,,,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,1,1
2020-03-14,,,阿尔巴尼亚,阿尔巴尼亚,33,10
2020-03-14,,,阿尔及利亚,阿尔及利亚,26,1
2020-03-14,,,阿富汗,阿富汗,7,0
2020-03-14,,,阿根廷,阿根廷,34,3
2020-03-14,,,阿联酋,阿联酋,85,0
2020-03-14,,,阿曼,阿曼,19,1
2020-03-14,,,阿塞拜疆,阿塞拜疆,11,0
2020-03-14,,,埃及,埃及,93,26
2020-03-14,,,埃塞俄比亚,埃塞俄比亚,1,1
2020-03-14,,,爱尔兰,爱尔兰,90,20
2020-03-14,,,爱沙尼亚,爱沙尼亚,79,66
2020-03-14,,,安道尔,安道尔,2,1
2020-03-14,,,奥地利,奥地利,504,143
2020-03-14,,,澳大利亚,澳大利亚,197,57
2020-03-14,,,巴基斯坦,巴基斯坦,21,1
2020-03-14,,,巴拉圭,巴拉圭,6,1
2020-03-14,,,巴林,巴林,210,15
2020-03-14,,,巴拿马,巴拿马,27,13
2020-03-14,,,巴西,巴西,98,21
2020-03-14,,,白俄罗斯,白俄罗斯,21,9
2020-03-14,,,保加利亚,保加利亚,7,0
2020-03-14,,,比利时,比利时,599,285
2020-03-14,,,冰岛,冰岛,61,0
2020-03-14,,,波多黎各,波多黎各,3,3
2020-03-14,,,波兰,波兰,64,15
2020-03-14,,,玻利维亚,玻利维亚,3,0
2020-03-14,,,不丹,不丹,1,0
2020-03-14,,,布基纳法索,布基纳法索,2,0
2020-03-14,,,丹麦,丹麦,801,127
2020-03-14,,,德国,德国,3062,693
2020-03-14,,,多哥,多哥,1,0
2020-03-14,,,多米尼加,多米尼加,5,0
2020-03-14,,,俄罗斯,俄罗斯,34,0
2020-03-14,,,厄瓜多尔,厄瓜多尔,23,6
2020-03-14,,,法国,法国,3640,780
2020-03-14,,,法属圭亚那,法属圭亚那,6,0
2020-03-14,,,梵蒂冈,梵蒂冈,1,0
2020-03-14,,,菲律宾,菲律宾,64,12
2020-03-14,,,芬兰,芬兰,109,0
2020-03-14,,,刚果（金）,刚果（金）,2,1
2020-03-14,,,哥伦比亚,哥伦比亚,16,7
2020-03-14,,,哥斯达黎加,哥斯达黎加,23,1
2020-03-14,,,格鲁吉亚,格鲁吉亚,25,0
2020-03-14,,,古巴,古巴,4,1
2020-03-14,,,瓜德罗普,瓜德罗普,1,1
2020-03-14,,,圭亚那,圭亚那,6,5
2020-03-14,,,韩国,韩国,8086,107
2020-03-14,,,荷兰,荷兰,804,190
2020-03-14,,,洪都拉斯,洪都拉斯,2,0
2020-03-14,,,几内亚,几内亚,1,1
2020-03-14,,,加拿大,加拿大,176,38
2020-03-14,,,加纳,加纳,1,1
2020-03-14,,,加蓬,加蓬,1,1
2020-03-14,,,柬埔寨,柬埔寨,7,2
2020-03-14,,,捷克,捷克,150,34
2020-03-14,,,喀麦隆,喀麦隆,2,0
2020-03-14,,,卡塔尔,卡塔尔,262,0
2020-03-14,,,开曼群岛,开曼群岛,1,1
2020-03-14,,,科特迪瓦,科特迪瓦,1,0
2020-03-14,,,科威特,科威特,100,20
2020-03-14,,,克罗地亚,克罗地亚,27,11
2020-03-14,,,肯尼亚,肯尼亚,1,1
2020-03-14,,,拉脱维亚,拉脱维亚,16,0
2020-03-14,,,黎巴嫩,黎巴嫩,77,11
2020-03-14,,,立陶宛,立陶宛,6,3
2020-03-14,,,列支敦士登,列支敦士登,4,0
2020-03-14,,,留尼汪,留尼汪,5,2
2020-03-14,,,卢森堡,卢森堡,38,21
2020-03-14,,,罗马尼亚,罗马尼亚,64,16
2020-03-14,,,马来西亚,马来西亚,197,68
2020-03-14,,,北马其顿,北马其顿,9,2
2020-03-14,,,美国,美国,1678,414
2020-03-14,,,蒙古,蒙古,1,0
2020-03-14,,,孟加拉国,孟加拉国,3,0
2020-03-14,,,秘鲁,秘鲁,28,6
2020-03-14,,,摩尔多瓦,摩尔多瓦,8,4
2020-03-14,,,摩洛哥,摩洛哥,7,1
2020-03-14,,,摩纳哥,摩纳哥,2,1
2020-03-14,,,墨西哥,墨西哥,26,14
2020-03-14,,,南非,南非,17,0
2020-03-14,,,尼泊尔,尼泊尔,1,0
2020-03-14,,,尼日利亚,尼日利亚,2,0
2020-03-14,,,挪威,挪威,750,261
2020-03-14,,,葡萄牙,葡萄牙,112,71
2020-03-14,,,日本,日本,716,41
2020-03-14,,,瑞典,瑞典,775,155
2020-03-14,,,瑞士,瑞士,1125,267
2020-03-14,,,塞尔维亚,塞尔维亚,31,12
2020-03-14,,,塞内加尔,塞内加尔,10,0
2020-03-14,,,塞浦路斯,塞浦路斯,14,8
2020-03-14,,,沙特阿拉伯,沙特阿拉伯,62,41
2020-03-14,,,圣马力诺,圣马力诺,66,3
2020-03-14,,,斯里兰卡,斯里兰卡,6,3
2020-03-14,,,斯洛伐克,斯洛伐克,30,9
2020-03-14,,,斯洛文尼亚,斯洛文尼亚,141,84
2020-03-14,,,苏丹,苏丹,1,1
2020-03-14,,,泰国,泰国,75,0
2020-03-14,,,特立尼达和多巴哥,特立尼达和多巴哥,1,1
2020-03-14,,,突尼斯,突尼斯,16,9
2020-03-14,,,土耳其,土耳其,5,4
2020-03-14,,,委内瑞拉,委内瑞拉,2,2
2020-03-14,,,文莱,文莱,25,13
2020-03-14,,,乌克兰,乌克兰,3,0
2020-03-14,,,西班牙,西班牙,4231,1266
2020-03-14,,,希腊,希腊,98,0
2020-03-14,,,新加坡,新加坡,200,13
2020-03-14,,,新西兰,新西兰,6,1
2020-03-14,,,匈牙利,匈牙利,19,3
2020-03-14,,,牙买加,牙买加,7,6
2020-03-14,,,亚美尼亚,亚美尼亚,8,7
2020-03-14,,,伊拉克,伊拉克,93,23
2020-03-14,,,伊朗,伊朗,11364,1289
2020-03-14,,,以色列,以色列,100,25
2020-03-14,,,意大利,意大利,17660,2547
2020-03-14,,,印度,印度,82,8
2020-03-14,,,印度尼西亚,印度尼西亚,69,35
2020-03-14,,,英国,英国,802,208
2020-03-14,,,约旦,约旦,1,0
2020-03-14,,,越南,越南,48,9
2020-03-14,,,智利,智利,43,10
2020-03-14,,,中国,中国,81048,27
2020-03-14,,,其他,其他,697,1
2020-03-14,,,被占巴勒斯坦领土,被占巴勒斯坦领土,35,4
2020-03-14,,,波黑,波黑,11,7
2020-03-14,,,圣马丁,圣马丁,2,0
2020-03-14,,,直布罗陀,直布罗陀,1,0
2020-03-14,,,圣巴托洛缪岛,圣巴托洛缪岛,1,0
2020-03-14,,,马提尼克,马提尼克,6,2
2020-03-14,,,法罗群岛,法罗群岛,3,1
2020-03-14,,,马耳他,马耳他,12,3
2020-03-14,,,马尔代夫,马尔代夫,9,1
2020-03-14,,,根西,根西,1,0
2020-03-14,,,法属波利尼西亚,法属波利尼西亚,1,0
2020-03-14,,,泽西岛,泽西岛,2,0
2020-03-14,,,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,1,0
2020-03-14,,,安提瓜和巴布达,安提瓜和巴布达,1,1
2020-03-15,,,阿尔巴尼亚,阿尔巴尼亚,38,5
2020-03-15,,,阿尔及利亚,阿尔及利亚,37,11
2020-03-15,,,阿富汗,阿富汗,10,3
2020-03-15,,,阿根廷,阿根廷,45,11
2020-03-15,,,阿联酋,阿联酋,85,0
2020-03-15,,,阿曼,阿曼,20,1
2020-03-15,,,阿塞拜疆,阿塞拜疆,19,8
2020-03-15,,,埃及,埃及,93,0
2020-03-15,,,埃塞俄比亚,埃塞俄比亚,1,0
2020-03-15,,,爱尔兰,爱尔兰,129,39
2020-03-15,,,爱沙尼亚,爱沙尼亚,79,0
2020-03-15,,,安道尔,安道尔,2,0
2020-03-15,,,奥地利,奥地利,800,296
2020-03-15,,,澳大利亚,澳大利亚,249,52
2020-03-15,,,巴基斯坦,巴基斯坦,28,7
2020-03-15,,,巴拉圭,巴拉圭,6,0
2020-03-15,,,巴林,巴林,211,1
2020-03-15,,,巴拿马,巴拿马,27,0
2020-03-15,,,巴西,巴西,121,23
2020-03-15,,,白俄罗斯,白俄罗斯,21,0
2020-03-15,,,保加利亚,保加利亚,43,36
2020-03-15,,,比利时,比利时,689,90
2020-03-15,,,冰岛,冰岛,138,77
2020-03-15,,,波多黎各,波多黎各,3,0
2020-03-15,,,波兰,波兰,111,47
2020-03-15,,,玻利维亚,玻利维亚,3,0
2020-03-15,,,不丹,不丹,1,0
