date,NAME,CAPITAL,name_cn,地区国家,累计确诊,新增确诊
2020-03-15,,,布基纳法索,布基纳法索,3,1
2020-03-15,,,赤道几内亚,赤道几内亚,1,1
2020-03-15,,,丹麦,丹麦,827,26
2020-03-15,,,德国,德国,3795,733
2020-03-15,,,多哥,多哥,1,0
2020-03-15,,,多米尼加,多米尼加,5,0
2020-03-15,,,俄罗斯,俄罗斯,34,0
2020-03-15,,,厄瓜多尔,厄瓜多尔,23,0
2020-03-15,,,法国,法国,4469,829
2020-03-15,,,法属圭亚那,法属圭亚那,7,1
2020-03-15,,,梵蒂冈,梵蒂冈,1,0
2020-03-15,,,菲律宾,菲律宾,111,47
2020-03-15,,,芬兰,芬兰,210,101
2020-03-15,,,刚果（布）,刚果（布）,1,1
2020-03-15,,,刚果（金）,刚果（金）,2,0
2020-03-15,,,哥伦比亚,哥伦比亚,24,8
2020-03-15,,,哥斯达黎加,哥斯达黎加,23,0
2020-03-15,,,格鲁吉亚,格鲁吉亚,30,5
2020-03-15,,,古巴,古巴,4,0
2020-03-15,,,瓜德罗普,瓜德罗普,3,2
2020-03-15,,,圭亚那,圭亚那,1,0
2020-03-15,,,哈萨克斯坦,哈萨克斯坦,6,6
2020-03-15,,,韩国,韩国,8162,76
2020-03-15,,,荷兰,荷兰,959,155
2020-03-15,,,库拉索,库拉索,2,2
2020-03-15,,,洪都拉斯,洪都拉斯,2,0
2020-03-15,,,几内亚,几内亚,1,0
2020-03-15,,,加拿大,加拿大,244,68
2020-03-15,,,加纳,加纳,2,1
2020-03-15,,,加蓬,加蓬,1,0
2020-03-15,,,柬埔寨,柬埔寨,7,0
2020-03-15,,,捷克,捷克,214,64
2020-03-15,,,喀麦隆,喀麦隆,3,1
2020-03-15,,,卡塔尔,卡塔尔,337,75
2020-03-15,,,开曼群岛,开曼群岛,1,0
2020-03-15,,,科特迪瓦,科特迪瓦,3,2
2020-03-15,,,科威特,科威特,112,12
2020-03-15,,,克罗地亚,克罗地亚,37,10
2020-03-15,,,肯尼亚,肯尼亚,1,0
2020-03-15,,,拉脱维亚,拉脱维亚,30,14
2020-03-15,,,黎巴嫩,黎巴嫩,93,16
2020-03-15,,,立陶宛,立陶宛,9,3
2020-03-15,,,列支敦士登,列支敦士登,4,0
2020-03-15,,,留尼汪,留尼汪,6,1
2020-03-15,,,卢森堡,卢森堡,38,0
2020-03-15,,,罗马尼亚,罗马尼亚,123,59
2020-03-15,,,马来西亚,马来西亚,238,41
2020-03-15,,,北马其顿,北马其顿,13,4
2020-03-15,,,毛里塔尼亚,毛里塔尼亚,1,1
2020-03-15,,,美国,美国,1678,0
2020-03-15,,,蒙古,蒙古,1,0
2020-03-15,,,孟加拉国,孟加拉国,3,0
2020-03-15,,,秘鲁,秘鲁,43,15
2020-03-15,,,摩尔多瓦,摩尔多瓦,12,4
2020-03-15,,,摩洛哥,摩洛哥,18,11
2020-03-15,,,摩纳哥,摩纳哥,2,0
2020-03-15,,,墨西哥,墨西哥,41,15
2020-03-15,,,纳米比亚,纳米比亚,2,2
2020-03-15,,,南非,南非,38,21
2020-03-15,,,尼泊尔,尼泊尔,1,0
2020-03-15,,,尼日利亚,尼日利亚,2,0
2020-03-15,,,挪威,挪威,907,157
2020-03-15,,,葡萄牙,葡萄牙,112,0
2020-03-15,,,日本,日本,780,64
2020-03-15,,,瑞典,瑞典,924,149
2020-03-15,,,瑞士,瑞士,1359,234
2020-03-15,,,塞尔维亚,塞尔维亚,41,10
2020-03-15,,,塞内加尔,塞内加尔,21,11
2020-03-15,,,塞浦路斯,塞浦路斯,21,7
2020-03-15,,,沙特阿拉伯,沙特阿拉伯,103,41
2020-03-15,,,圣马力诺,圣马力诺,92,26
2020-03-15,,,斯里兰卡,斯里兰卡,11,5
2020-03-15,,,斯洛伐克,斯洛伐克,44,14
2020-03-15,,,斯洛文尼亚,斯洛文尼亚,141,0
2020-03-15,,,斯威士兰,斯威士兰,1,1
2020-03-15,,,苏丹,苏丹,1,0
2020-03-15,,,泰国,泰国,75,0
2020-03-15,,,特立尼达和多巴哥,特立尼达和多巴哥,1,0
2020-03-15,,,突尼斯,突尼斯,16,0
2020-03-15,,,土耳其,土耳其,5,0
2020-03-15,,,委内瑞拉,委内瑞拉,2,0
2020-03-15,,,文莱,文莱,40,15
2020-03-15,,,乌克兰,乌克兰,3,0
2020-03-15,,,西班牙,西班牙,5753,1522
2020-03-15,,,希腊,希腊,228,130
2020-03-15,,,新加坡,新加坡,212,12
2020-03-15,,,新西兰,新西兰,6,0
2020-03-15,,,匈牙利,匈牙利,32,13
2020-03-15,,,牙买加,牙买加,8,1
2020-03-15,,,亚美尼亚,亚美尼亚,8,0
2020-03-15,,,伊拉克,伊拉克,93,0
2020-03-15,,,伊朗,伊朗,12729,1365
2020-03-15,,,以色列,以色列,178,78
2020-03-15,,,意大利,意大利,21157,3497
2020-03-15,,,印度,印度,107,25
2020-03-15,,,印度尼西亚,印度尼西亚,117,48
2020-03-15,,,英国,英国,1144,342
2020-03-15,,,约旦,约旦,1,0
2020-03-15,,,越南,越南,53,5
2020-03-15,,,智利,智利,61,18
2020-03-15,,,中非,中非,1,1
2020-03-15,,,中国,中国,81077,29
2020-03-15,,,其他,其他,697,0
2020-03-15,,,被占巴勒斯坦领土,被占巴勒斯坦领土,38,3
2020-03-15,,,波黑,波黑,18,7
2020-03-15,,,圣马丁,圣马丁,2,0
2020-03-15,,,直布罗陀,直布罗陀,1,0
2020-03-15,,,圣巴托洛缪岛,圣巴托洛缪岛,1,0
2020-03-15,,,马提尼克,马提尼克,10,4
2020-03-15,,,法罗群岛,法罗群岛,9,6
2020-03-15,,,马耳他,马耳他,12,0
2020-03-15,,,马尔代夫,马尔代夫,10,1
2020-03-15,,,根西,根西,1,0
2020-03-15,,,法属波利尼西亚,法属波利尼西亚,3,2
2020-03-15,,,泽西岛,泽西岛,2,0
2020-03-15,,,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,1,0
2020-03-15,,,安提瓜和巴布达,安提瓜和巴布达,1,0
2020-03-15,,,马约特岛,马约特岛,1,1
2020-03-16,,,阿尔巴尼亚,阿尔巴尼亚,42,4
2020-03-16,,,阿尔及利亚,阿尔及利亚,49,12
2020-03-16,,,阿富汗,阿富汗,16,6
2020-03-16,,,阿根廷,阿根廷,56,11
2020-03-16,,,阿联酋,阿联酋,98,13
2020-03-16,,,阿曼,阿曼,22,2
2020-03-16,,,阿塞拜疆,阿塞拜疆,19,0
2020-03-16,,,埃及,埃及,126,33
2020-03-16,,,埃塞俄比亚,埃塞俄比亚,1,0
2020-03-16,,,爱尔兰,爱尔兰,169,40
2020-03-16,,,爱沙尼亚,爱沙尼亚,205,126
2020-03-16,,,安道尔,安道尔,2,0
2020-03-16,,,奥地利,奥地利,959,159
2020-03-16,,,澳大利亚,澳大利亚,298,0
2020-03-16,,,巴基斯坦,巴基斯坦,52,24
2020-03-16,,,巴拉圭,巴拉圭,8,2
2020-03-16,,,巴林,巴林,221,10
2020-03-16,,,巴拿马,巴拿马,43,16
2020-03-16,,,巴西,巴西,200,79
2020-03-16,,,白俄罗斯,白俄罗斯,36,15
2020-03-16,,,保加利亚,保加利亚,51,8
2020-03-16,,,比利时,比利时,1085,396
2020-03-16,,,冰岛,冰岛,138,0
2020-03-16,,,波多黎各,波多黎各,3,0
2020-03-16,,,波兰,波兰,150,39
2020-03-16,,,玻利维亚,玻利维亚,11,8
2020-03-16,,,不丹,不丹,1,0
2020-03-16,,,布基纳法索,布基纳法索,3,0
2020-03-16,,,赤道几内亚,赤道几内亚,1,0
2020-03-16,,,丹麦,丹麦,898,71
2020-03-16,,,德国,德国,4838,1043
2020-03-16,,,多哥,多哥,1,0
2020-03-16,,,多米尼加,多米尼加,5,0
2020-03-16,,,俄罗斯,俄罗斯,63,29
2020-03-16,,,厄瓜多尔,厄瓜多尔,37,14
2020-03-16,,,法国,法国,5380,911
2020-03-16,,,法属圭亚那,法属圭亚那,7,0
2020-03-16,,,梵蒂冈,梵蒂冈,1,0
2020-03-16,,,菲律宾,菲律宾,140,0
2020-03-16,,,芬兰,芬兰,267,57
2020-03-16,,,刚果（布）,刚果（布）,1,0
2020-03-16,,,刚果（金）,刚果（金）,2,0
2020-03-16,,,哥伦比亚,哥伦比亚,24,0
2020-03-16,,,哥斯达黎加,哥斯达黎加,23,0
2020-03-16,,,格鲁吉亚,格鲁吉亚,33,3
2020-03-16,,,古巴,古巴,4,0
2020-03-16,,,瓜德罗普,瓜德罗普,6,3
2020-03-16,,,圭亚那,圭亚那,4,3
2020-03-16,,,哈萨克斯坦,哈萨克斯坦,6,0
2020-03-16,,,韩国,韩国,8236,74
2020-03-16,,,荷兰,荷兰,1135,176
2020-03-16,,,库拉索,库拉索,2,0
2020-03-16,,,洪都拉斯,洪都拉斯,2,0
2020-03-16,,,几内亚,几内亚,1,0
2020-03-16,,,加拿大,加拿大,304,60
2020-03-16,,,加纳,加纳,2,0
2020-03-16,,,加蓬,加蓬,1,0
2020-03-16,,,柬埔寨,柬埔寨,12,0
2020-03-16,,,捷克,捷克,298,84
2020-03-16,,,喀麦隆,喀麦隆,3,0
2020-03-16,,,卡塔尔,卡塔尔,401,64
2020-03-16,,,开曼群岛,开曼群岛,1,0
2020-03-16,,,科特迪瓦,科特迪瓦,3,0
2020-03-16,,,科威特,科威特,112,0
2020-03-16,,,克罗地亚,克罗地亚,49,12
2020-03-16,,,肯尼亚,肯尼亚,1,0
2020-03-16,,,拉脱维亚,拉脱维亚,31,1
2020-03-16,,,黎巴嫩,黎巴嫩,99,6
2020-03-16,,,立陶宛,立陶宛,14,5
2020-03-16,,,列支敦士登,列支敦士登,7,3
2020-03-16,,,留尼汪,留尼汪,9,3
2020-03-16,,,卢森堡,卢森堡,38,0
2020-03-16,,,卢旺达,卢旺达,5,5
2020-03-16,,,罗马尼亚,罗马尼亚,158,35
2020-03-16,,,马来西亚,马来西亚,553,315
2020-03-16,,,北马其顿,北马其顿,13,0
2020-03-16,,,毛里塔尼亚,毛里塔尼亚,1,0
2020-03-16,,,美国,美国,1678,0
2020-03-16,,,蒙古,蒙古,1,0
2020-03-16,,,孟加拉国,孟加拉国,5,2
2020-03-16,,,秘鲁,秘鲁,71,28
2020-03-16,,,摩尔多瓦,摩尔多瓦,23,11
2020-03-16,,,摩洛哥,摩洛哥,28,10
2020-03-16,,,摩纳哥,摩纳哥,9,7
2020-03-16,,,墨西哥,墨西哥,53,12
2020-03-16,,,纳米比亚,纳米比亚,2,0
2020-03-16,,,南非,南非,51,13
2020-03-16,,,尼泊尔,尼泊尔,1,0
2020-03-16,,,尼日利亚,尼日利亚,2,0
2020-03-16,,,挪威,挪威,1077,170
2020-03-16,,,葡萄牙,葡萄牙,245,133
2020-03-16,,,日本,日本,814,34
2020-03-16,,,瑞典,瑞典,992,68
2020-03-16,,,瑞士,瑞士,2200,841
2020-03-16,,,塞尔维亚,塞尔维亚,41,0
2020-03-16,,,塞内加尔,塞内加尔,26,5
2020-03-16,,,塞浦路斯,塞浦路斯,33,12
2020-03-16,,,沙特阿拉伯,沙特阿拉伯,103,0
2020-03-16,,,圣马力诺,圣马力诺,92,0
2020-03-16,,,斯里兰卡,斯里兰卡,19,8
2020-03-16,,,斯洛伐克,斯洛伐克,61,17
2020-03-16,,,斯洛文尼亚,斯洛文尼亚,219,78
2020-03-16,,,斯威士兰,斯威士兰,1,0
2020-03-16,,,苏丹,苏丹,1,0
2020-03-16,,,苏里南,苏里南,1,0
2020-03-16,,,泰国,泰国,114,39
2020-03-16,,,特立尼达和多巴哥,特立尼达和多巴哥,2,1
2020-03-16,,,突尼斯,突尼斯,18,2
2020-03-16,,,土耳其,土耳其,5,0
2020-03-16,,,危地马拉,危地马拉,1,0
2020-03-16,,,委内瑞拉,委内瑞拉,2,0
2020-03-16,,,文莱,文莱,50,10
2020-03-16,,,乌克兰,乌克兰,3,0
2020-03-16,,,乌拉圭,乌拉圭,4,4
2020-03-16,,,乌兹别克斯坦,乌兹别克斯坦,4,4
2020-03-16,,,西班牙,西班牙,7753,2000
2020-03-16,,,希腊,希腊,331,103
2020-03-16,,,新加坡,新加坡,243,31
2020-03-16,,,新西兰,新西兰,6,0
2020-03-16,,,匈牙利,匈牙利,39,7
2020-03-16,,,牙买加,牙买加,10,2
2020-03-16,,,亚美尼亚,亚美尼亚,26,18
2020-03-16,,,伊拉克,伊拉克,124,31
2020-03-16,,,伊朗,伊朗,14991,2262
2020-03-16,,,以色列,以色列,200,22
2020-03-16,,,意大利,意大利,24747,3590
2020-03-16,,,印度,印度,114,7
2020-03-16,,,印度尼西亚,印度尼西亚,117,0
2020-03-16,,,英国,英国,1395,251
2020-03-16,,,约旦,约旦,6,5
2020-03-16,,,越南,越南,57,4
2020-03-16,,,智利,智利,75,14
2020-03-16,,,中非,中非,1,0
2020-03-16,,,中国,中国,81116,39
2020-03-16,,,其他,其他,712,15
2020-03-16,,,被占巴勒斯坦领土,被占巴勒斯坦领土,38,0
2020-03-16,,,波黑,波黑,18,0
2020-03-16,,,圣马丁,圣马丁,2,0
2020-03-16,,,直布罗陀,直布罗陀,1,0
2020-03-16,,,圣巴托洛缪岛,圣巴托洛缪岛,3,2
2020-03-16,,,马提尼克,马提尼克,15,5
2020-03-16,,,法罗群岛,法罗群岛,11,2
2020-03-16,,,马耳他,马耳他,21,9
2020-03-16,,,马尔代夫,马尔代夫,13,3
2020-03-16,,,根西,根西,1,0
2020-03-16,,,法属波利尼西亚,法属波利尼西亚,3,0
2020-03-16,,,泽西岛,泽西岛,2,0
2020-03-16,,,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,1,0
2020-03-16,,,安提瓜和巴布达,安提瓜和巴布达,1,0
2020-03-16,,,马约特岛,马约特岛,1,0
2020-03-17,,,阿尔巴尼亚,阿尔巴尼亚,51,9
2020-03-17,,,阿尔及利亚,阿尔及利亚,60,11
2020-03-17,,,阿富汗,阿富汗,21,5
2020-03-17,,,阿根廷,阿根廷,65,9
2020-03-17,,,阿联酋,阿联酋,98,0
2020-03-17,,,阿曼,阿曼,24,2
2020-03-17,,,阿塞拜疆,阿塞拜疆,19,0
2020-03-17,,,埃及,埃及,166,40
2020-03-17,,,埃塞俄比亚,埃塞俄比亚,5,4
2020-03-17,,,爱尔兰,爱尔兰,223,54
2020-03-17,,,爱沙尼亚,爱沙尼亚,205,0
2020-03-17,,,安道尔,安道尔,14,12
2020-03-17,,,奥地利,奥地利,1132,173
2020-03-17,,,澳大利亚,澳大利亚,375,77
2020-03-17,,,巴哈马,巴哈马,1,1
2020-03-17,,,巴基斯坦,巴基斯坦,187,135
2020-03-17,,,巴拉圭,巴拉圭,9,1
2020-03-17,,,巴林,巴林,229,8
2020-03-17,,,巴拿马,巴拿马,69,26
2020-03-17,,,巴西,巴西,234,34
2020-03-17,,,白俄罗斯,白俄罗斯,36,0
2020-03-17,,,保加利亚,保加利亚,67,16
2020-03-17,,,贝宁,贝宁,1,1
2020-03-17,,,比利时,比利时,1085,0
2020-03-17,,,冰岛,冰岛,199,19
2020-03-17,,,波多黎各,波多黎各,3,0
2020-03-17,,,波兰,波兰,150,0
2020-03-17,,,玻利维亚,玻利维亚,11,0
2020-03-17,,,不丹,不丹,1,0
2020-03-17,,,布基纳法索,布基纳法索,15,0
2020-03-17,,,赤道几内亚,赤道几内亚,1,0
2020-03-17,,,丹麦,丹麦,960,62
2020-03-17,,,德国,德国,6012,1174
2020-03-17,,,多哥,多哥,1,0
2020-03-17,,,多米尼加,多米尼加,21,16
2020-03-17,,,俄罗斯,俄罗斯,93,30
2020-03-17,,,厄瓜多尔,厄瓜多尔,58,21
2020-03-17,,,法国,法国,6573,1193
2020-03-17,,,法属圭亚那,法属圭亚那,7,0
2020-03-17,,,梵蒂冈,梵蒂冈,1,0
2020-03-17,,,菲律宾,菲律宾,187,47
2020-03-17,,,芬兰,芬兰,272,5
2020-03-17,,,刚果（布）,刚果（布）,1,0
2020-03-17,,,刚果（金）,刚果（金）,3,1
2020-03-17,,,哥伦比亚,哥伦比亚,45,21
2020-03-17,,,哥斯达黎加,哥斯达黎加,41,18
2020-03-17,,,格鲁吉亚,格鲁吉亚,33,0
2020-03-17,,,古巴,古巴,5,1
2020-03-17,,,瓜德罗普,瓜德罗普,18,12
2020-03-17,,,关岛,关岛,3,3
2020-03-17,,,圭亚那,圭亚那,4,0
2020-03-17,,,哈萨克斯坦,哈萨克斯坦,6,0
2020-03-17,,,韩国,韩国,8320,84
2020-03-17,,,阿鲁巴,阿鲁巴,2,2
2020-03-17,,,库拉索,库拉索,3,1
2020-03-17,,,洪都拉斯,洪都拉斯,8,6
2020-03-17,,,几内亚,几内亚,1,0
2020-03-17,,,加拿大,加拿大,424,120
2020-03-17,,,加纳,加纳,6,0
2020-03-17,,,加蓬,加蓬,1,0
2020-03-17,,,柬埔寨,柬埔寨,24,12
2020-03-17,,,捷克,捷克,383,85
2020-03-17,,,喀麦隆,喀麦隆,5,2
2020-03-17,,,卡塔尔,卡塔尔,439,38
2020-03-17,,,开曼群岛,开曼群岛,1,0
2020-03-17,,,科特迪瓦,科特迪瓦,6,3
2020-03-17,,,科威特,科威特,130,18
2020-03-17,,,克罗地亚,克罗地亚,56,7
2020-03-17,,,肯尼亚,肯尼亚,3,2
2020-03-17,,,拉脱维亚,拉脱维亚,36,5
2020-03-17,,,黎巴嫩,黎巴嫩,109,10
2020-03-17,,,立陶宛,立陶宛,17,3
2020-03-17,,,利比里亚,利比里亚,1,1
2020-03-17,,,列支敦士登,列支敦士登,7,0
2020-03-17,,,留尼汪,留尼汪,9,0
2020-03-17,,,卢森堡,卢森堡,81,43
2020-03-17,,,卢旺达,卢旺达,7,2
2020-03-17,,,罗马尼亚,罗马尼亚,158,0
2020-03-17,,,马来西亚,马来西亚,553,0
2020-03-17,,,北马其顿,北马其顿,19,6
2020-03-17,,,毛里塔尼亚,毛里塔尼亚,1,0
2020-03-17,,,美国,美国,3503,1825
2020-03-17,,,蒙古,蒙古,4,3
2020-03-17,,,孟加拉国,孟加拉国,8,3
2020-03-17,,,秘鲁,秘鲁,86,15
2020-03-17,,,摩尔多瓦,摩尔多瓦,29,6
2020-03-17,,,摩洛哥,摩洛哥,38,10
2020-03-17,,,摩纳哥,摩纳哥,9,0
2020-03-17,,,墨西哥,墨西哥,53,0
2020-03-17,,,纳米比亚,纳米比亚,2,0
2020-03-17,,,南非,南非,62,11
2020-03-17,,,尼泊尔,尼泊尔,1,0
2020-03-17,,,尼日利亚,尼日利亚,2,0
2020-03-17,,,挪威,挪威,1169,92
2020-03-17,,,葡萄牙,葡萄牙,331,86
2020-03-17,,,日本,日本,829,15
2020-03-17,,,瑞典,瑞典,1059,67
2020-03-17,,,瑞士,瑞士,2200,0
2020-03-17,,,塞尔维亚,塞尔维亚,70,24
2020-03-17,,,塞内加尔,塞内加尔,27,1
2020-03-17,,,塞浦路斯,塞浦路斯,33,0
2020-03-17,,,沙特阿拉伯,沙特阿拉伯,133,30
2020-03-17,,,圣马力诺,圣马力诺,102,10
2020-03-17,,,斯里兰卡,斯里兰卡,29,10
2020-03-17,,,斯洛伐克,斯洛伐克,72,11
2020-03-17,,,斯洛文尼亚,斯洛文尼亚,253,34
2020-03-17,,,斯威士兰,斯威士兰,1,0
2020-03-17,,,苏丹,苏丹,2,1
2020-03-17,,,苏里南,苏里南,1,0
2020-03-17,,,索马里,索马里,1,1
2020-03-17,,,泰国,泰国,147,33
2020-03-17,,,坦桑尼亚,坦桑尼亚,1,1
2020-03-17,,,特立尼达和多巴哥,特立尼达和多巴哥,5,3
2020-03-17,,,突尼斯,突尼斯,20,2
2020-03-17,,,土耳其,土耳其,47,42
2020-03-17,,,危地马拉,危地马拉,1,0
2020-03-17,,,委内瑞拉,委内瑞拉,33,16
2020-03-17,,,文莱,文莱,50,0
2020-03-17,,,乌克兰,乌克兰,7,4
2020-03-17,,,乌拉圭,乌拉圭,6,2
2020-03-17,,,乌兹别克斯坦,乌兹别克斯坦,4,0
2020-03-17,,,西班牙,西班牙,9191,1438
2020-03-17,,,希腊,希腊,331,0
2020-03-17,,,新加坡,新加坡,243,0
2020-03-17,,,新西兰,新西兰,11,5
2020-03-17,,,匈牙利,匈牙利,50,11
2020-03-17,,,牙买加,牙买加,10,0
2020-03-17,,,亚美尼亚,亚美尼亚,52,26
2020-03-17,,,伊拉克,伊拉克,124,0
2020-03-17,,,伊朗,伊朗,14991,0
2020-03-17,,,以色列,以色列,250,50
2020-03-17,,,意大利,意大利,27980,3233
2020-03-17,,,印度,印度,137,23
2020-03-17,,,印度尼西亚,印度尼西亚,172,55
2020-03-17,,,英国,英国,1547,152
2020-03-17,,,约旦,约旦,35,29
2020-03-17,,,越南,越南,61,4
2020-03-17,,,智利,智利,156,81
2020-03-17,,,中非,中非,1,0
2020-03-17,,,中国,中国,81151,35
2020-03-17,,,其他,其他,712,0
2020-03-17,,,被占巴勒斯坦领土,被占巴勒斯坦领土,39,1
2020-03-17,,,波黑,波黑,19,0
2020-03-17,,,圣马丁,圣马丁,2,0
2020-03-17,,,直布罗陀,直布罗陀,3,2
2020-03-17,,,圣巴托洛缪岛,圣巴托洛缪岛,3,0
2020-03-17,,,马提尼克,马提尼克,16,1
2020-03-17,,,法罗群岛,法罗群岛,47,36
2020-03-17,,,马耳他,马耳他,30,9
2020-03-17,,,马尔代夫,马尔代夫,13,0
2020-03-17,,,根西,根西,1,0
2020-03-17,,,法属波利尼西亚,法属波利尼西亚,3,0
2020-03-17,,,泽西岛,泽西岛,2,0
2020-03-17,,,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,1,0
2020-03-17,,,安提瓜和巴布达,安提瓜和巴布达,1,0
2020-03-17,,,马约特岛,马约特岛,1,0
2020-03-17,,,美属维尔京群岛,美属维尔京群岛,2,2
2020-03-17,,,圣卢西亚,圣卢西亚,2,0
2020-03-17,,,塞舌尔,塞舌尔,4,2
2020-03-18,,,阿尔巴尼亚,阿尔巴尼亚,55,4
2020-03-18,,,阿尔及利亚,阿尔及利亚,60,11
2020-03-18,,,阿富汗,阿富汗,22,1
2020-03-18,,,阿根廷,阿根廷,65,9
2020-03-18,,,阿联酋,阿联酋,98,0
2020-03-18,,,阿曼,阿曼,24,2
2020-03-18,,,阿塞拜疆,阿塞拜疆,21,0
2020-03-18,,,埃及,埃及,166,40
2020-03-18,,,埃塞俄比亚,埃塞俄比亚,5,1
2020-03-18,,,爱尔兰,爱尔兰,292,69
2020-03-18,,,爱沙尼亚,爱沙尼亚,225,20
2020-03-18,,,安道尔,安道尔,16,2
2020-03-18,,,奥地利,奥地利,1332,373
2020-03-18,,,澳大利亚,澳大利亚,414,78
2020-03-18,,,巴哈马,巴哈马,1,1
2020-03-18,,,巴基斯坦,巴基斯坦,187,134
2020-03-18,,,巴拉圭,巴拉圭,9,1
2020-03-18,,,巴林,巴林,237,16
2020-03-18,,,巴拿马,巴拿马,69,26
2020-03-18,,,巴西,巴西,234,34
2020-03-18,,,白俄罗斯,白俄罗斯,36,0
2020-03-18,,,保加利亚,保加利亚,81,14
2020-03-18,,,贝宁,贝宁,1,1
2020-03-18,,,比利时,比利时,1486,401
2020-03-18,,,冰岛,冰岛,225,45
2020-03-18,,,波多黎各,波多黎各,3,0
2020-03-18,,,波兰,波兰,246,96
2020-03-18,,,玻利维亚,玻利维亚,11,0
2020-03-18,,,不丹,不丹,1,0
2020-03-18,,,布基纳法索,布基纳法索,20,5
2020-03-18,,,赤道几内亚,赤道几内亚,1,0
2020-03-18,,,丹麦,丹麦,977,79
2020-03-18,,,德国,德国,7156,1144
2020-03-18,,,多哥,多哥,1,0
2020-03-18,,,多米尼加,多米尼加,21,16
2020-03-18,,,俄罗斯,俄罗斯,93,0
2020-03-18,,,厄瓜多尔,厄瓜多尔,58,21
2020-03-18,,,法国,法国,7652,1079
2020-03-18,,,法属圭亚那,法属圭亚那,7,0
2020-03-18,,,梵蒂冈,梵蒂冈,1,0
2020-03-18,,,菲律宾,菲律宾,187,45
2020-03-18,,,芬兰,芬兰,319,47
2020-03-18,,,刚果（布）,刚果（布）,1,0
2020-03-18,,,刚果（金）,刚果（金）,3,1
2020-03-18,,,哥伦比亚,哥伦比亚,45,11
2020-03-18,,,哥斯达黎加,哥斯达黎加,41,6
2020-03-18,,,格鲁吉亚,格鲁吉亚,34,1
2020-03-18,,,古巴,古巴,5,1
2020-03-18,,,瓜德罗普,瓜德罗普,18,12
2020-03-18,,,关岛,关岛,3,3
2020-03-18,,,圭亚那,圭亚那,4,0
2020-03-18,,,哈萨克斯坦,哈萨克斯坦,33,27
2020-03-18,,,韩国,韩国,8320,84
2020-03-18,,,阿鲁巴,阿鲁巴,2,2
2020-03-18,,,库拉索,库拉索,3,1
2020-03-18,,,黑山,黑山,2,2
2020-03-18,,,洪都拉斯,洪都拉斯,8,6
2020-03-18,,,几内亚,几内亚,1,0
2020-03-18,,,加拿大,加拿大,424,120
2020-03-18,,,加纳,加纳,6,4
2020-03-18,,,加蓬,加蓬,1,0
2020-03-18,,,柬埔寨,柬埔寨,24,12
2020-03-18,,,捷克,捷克,434,136
2020-03-18,,,喀麦隆,喀麦隆,5,0
2020-03-18,,,卡塔尔,卡塔尔,442,41
2020-03-18,,,开曼群岛,开曼群岛,1,0
2020-03-18,,,科特迪瓦,科特迪瓦,6,3
2020-03-18,,,科威特,科威特,130,7
2020-03-18,,,克罗地亚,克罗地亚,65,9
2020-03-18,,,肯尼亚,肯尼亚,3,0
2020-03-18,,,拉脱维亚,拉脱维亚,60,24
2020-03-18,,,黎巴嫩,黎巴嫩,120,21
2020-03-18,,,立陶宛,立陶宛,25,8
2020-03-18,,,利比里亚,利比里亚,1,1
2020-03-18,,,列支敦士登,列支敦士登,7,0
2020-03-18,,,留尼汪,留尼汪,9,0
2020-03-18,,,卢森堡,卢森堡,140,59
2020-03-18,,,卢旺达,卢旺达,7,2
2020-03-18,,,罗马尼亚,罗马尼亚,184,26
2020-03-18,,,马来西亚,马来西亚,553,0
2020-03-18,,,北马其顿,北马其顿,31,12
2020-03-18,,,毛里塔尼亚,毛里塔尼亚,1,0
2020-03-18,,,美国,美国,3536,1822
2020-03-18,,,蒙古,蒙古,4,0
2020-03-18,,,孟加拉国,孟加拉国,8,0
2020-03-18,,,秘鲁,秘鲁,86,15
2020-03-18,,,摩尔多瓦,摩尔多瓦,30,1
2020-03-18,,,摩洛哥,摩洛哥,38,9
2020-03-18,,,摩纳哥,摩纳哥,9,0
2020-03-18,,,墨西哥,墨西哥,82,29
2020-03-18,,,纳米比亚,纳米比亚,2,0
2020-03-18,,,南非,南非,62,11
2020-03-18,,,尼泊尔,尼泊尔,1,0
2020-03-18,,,尼日利亚,尼日利亚,2,0
2020-03-18,,,挪威,挪威,1308,139
2020-03-18,,,葡萄牙,葡萄牙,448,117
2020-03-18,,,日本,日本,829,15
2020-03-18,,,瑞典,瑞典,1167,108
2020-03-18,,,瑞士,瑞士,2650,450
2020-03-18,,,塞尔维亚,塞尔维亚,85,23
2020-03-18,,,塞内加尔,塞内加尔,27,1
2020-03-18,,,塞浦路斯,塞浦路斯,33,0
2020-03-18,,,沙特阿拉伯,沙特阿拉伯,171,38
2020-03-18,,,圣马力诺,圣马力诺,104,2
2020-03-18,,,斯里兰卡,斯里兰卡,29,10
2020-03-18,,,斯洛伐克,斯洛伐克,97,25
2020-03-18,,,斯洛文尼亚,斯洛文尼亚,275,22
2020-03-18,,,斯威士兰,斯威士兰,1,0
2020-03-18,,,苏丹,苏丹,1,0
2020-03-18,,,苏里南,苏里南,1,0
2020-03-18,,,索马里,索马里,1,0
2020-03-18,,,泰国,泰国,177,30
2020-03-18,,,坦桑尼亚,坦桑尼亚,1,1
