id,code,name,nationalFlag,series,provinces,isTreatingNumClear,confirmedPerMil,updateTime,confirmedTotal,suspectedTotal,curesTotal,deathsTotal,treatingTotal
ITA,1380000,意大利,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/it.svg,,,False,783.89233,1584754261,47021,0,5129,4032,37860
ESP,1724000,西班牙,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/es.svg,,,False,445.5748,1584754261,20410,0,1588,1043,17779
DEU,1276000,德国,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/de.svg,,,False,243.67236,1584754261,19848,0,192,67,19589
IRN,1364000,伊朗,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/ir.svg,,,False,234.60808,1584754261,19644,0,5979,1433,12232
USA,1840000,美国,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/us.svg,,,False,58.583187,1584754261,19285,0,147,249,18889
FRA,1250000,法国,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/fr.svg,,,False,192.21764,1584754261,12632,0,1587,450,10595
KOR,1410000,韩国,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/kr.svg,,,False,168.7043,1584754261,8652,0,2233,100,6319
CHE,1756000,瑞士,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/ch.svg,,,False,617.3833,1584754261,5294,0,15,54,5225
GBR,1826000,英国,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/gb.svg,,,False,60.2927,1584754261,4014,0,79,178,3757
NLD,1528000,荷兰,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/nl.svg,,,False,173.67416,1584754261,3003,0,2,107,2894
AUT,1040000,奥地利,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/at.svg,,,False,276.63544,1584754261,2388,0,9,6,2373
BEL,1056000,比利时,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/be.svg,,,False,195.1072,1584754261,2257,0,214,37,2006
NOR,1578000,挪威,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/no.svg,,,False,359.1672,1584754261,1939,0,1,7,1931
SWE,1752000,瑞典,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/se.svg,,,False,162.44662,1584754261,1636,0,16,16,1604
