id,code,name,series,provinces,isTreatingNumClear,updateTime,confirmedTotal,suspectedTotal,curesTotal,deathsTotal,treatingTotal
LUX,1442000,卢森堡,,,False,1584494830,140,0,0,1,139
KWT,1414000,科威特,,,False,1584494830,130,0,12,0,118
LBN,1422000,黎巴嫩,,,False,1584494830,120,0,3,3,114
PER,1604000,秘鲁,,,False,1584494830,117,0,1,0,116
RUS,1643000,俄罗斯,,,False,1584494830,114,0,8,0,106
ARE,1784000,阿联酋,,,False,1584494830,113,0,26,0,87
ECU,1218000,厄瓜多尔,,,False,1584494830,111,0,0,2,109
SMR,1674000,圣马力诺,,,False,1584494830,109,0,4,7,98
TUR,1792000,土耳其,,,False,1584494830,98,0,0,1,97
SVK,1703000,斯洛伐克,,,False,1584494830,97,0,0,0,97
ZAF,1710000,南非,,,False,1584494830,85,0,1,0,84
MEX,1484000,墨西哥,,,False,1584494830,82,0,4,1,77
BGR,1100000,保加利亚,,,False,1584494830,81,0,0,2,79
ARM,1051000,亚美尼亚,,,False,1584494830,78,0,1,0,77
SRB,1688000,塞尔维亚,,,False,1584494830,72,0,0,0,72
PAN,1591000,巴拿马,,,False,1584494830,69,0,0,1,68
ARG,1032000,阿根廷,,,False,1584494830,68,0,3,2,63
VNM,1704000,越南,,,False,1584494830,66,0,16,0,50
HRV,1191000,克罗地亚,,,False,1584494830,65,0,4,0,61
COL,1170000,哥伦比亚,,,False,1584494830,65,0,1,0,64
DZA,1012000,阿尔及利亚,,,False,1584494830,60,0,12,5,43
BRN,1096000,文莱,,,False,1584494830,56,0,0,0,56
ALB,1008000,阿尔巴尼亚,,,False,1584494830,55,0,0,1,54
HUN,1348000,匈牙利,,,False,1584494830,50,0,2,1,47
LVA,1428000,拉脱维亚,,,False,1584494830,49,0,1,0,48
CYP,1196000,塞浦路斯,,,False,1584494830,46,0,0,0,46
MAR,1504000,摩洛哥,,,False,1584494830,44,0,1,2,41
LKA,1144000,斯里兰卡,,,False,1584494830,44,0,1,0,43
JOR,1400000,约旦,,,False,1584494830,41,0,1,0,40
PSE,1275000,巴勒斯坦,,,False,1584494830,41,0,0,0,41
CRI,1188000,哥斯达黎加,,,False,1584494830,41,0,0,0,41
AND,1020000,安道尔,,,False,1584494830,39,0,1,0,38
MLT,1470000,马耳他,,,False,1584494830,38,0,2,0,36
BLR,1112000,白俄罗斯,,,False,1584494830,36,0,3,0,33
GEO,1268000,格鲁吉亚,,,False,1584494830,34,0,1,0,33
OMN,1512000,阿曼,,,False,1584494830,33,0,12,0,21
VEN,1862000,委内瑞拉,,,False,1584494830,33,0,0,0,33
KHM,1116000,柬埔寨,,,False,1584494830,33,0,1,0,32
KAZ,1398000,哈萨克斯坦,,,False,1584494830,32,0,0,0,32
MKD,1807000,北马其顿,,,False,1584494830,31,0,0,0,31
SEN,1686000,塞内加尔,,,False,1584494830,31,0,2,0,29
MDA,1498000,摩尔多瓦,,,False,1584494830,30,0,1,0,29
URY,1858000,乌拉圭,,,False,1584494830,29,0,0,0,29
AZE,1031000,阿塞拜疆,,,False,1584494830,28,0,6,1,21
BIH,1070000,波黑,,,False,1584494830,26,0,2,0,24
LTU,1440000,立陶宛,,,False,1584494830,25,0,1,0,24
TUN,1788000,突尼斯,,,False,1584494830,24,0,0,0,24
AFG,1004000,阿富汗,,,False,1584494830,22,0,0,0,22
DOM,1214000,多米尼加,,,False,1584494830,21,0,0,1,20
NZL,1554000,新西兰,,,False,1584494830,20,0,0,0,20
BFA,1854000,布基纳法索,,,False,1584494830,20,0,0,0,20
GLP,1312000,瓜德罗普,,,False,1584494830,18,0,0,0,18
MTQ,1474000,马提尼克,,,False,1584494830,16,0,0,0,16
JAM,1388000,牙买加,,,False,1584494830,15,0,2,0,13
UKR,1804000,乌克兰,,,False,1584494830,14,0,0,2,12
MDV,1462000,马尔代夫,,,False,1584494830,13,0,0,0,13
GUF,1254000,法属圭亚那,,,False,1584494830,11,0,0,0,11
BOL,1068000,玻利维亚,,,False,1584494830,11,0,0,0,11
GUY,1328000,圭亚那,,,False,1584494830,11,0,0,1,10
CMR,1120000,喀麦隆,,,False,1584494830,10,0,2,0,8
UZB,1860000,乌兹别克斯坦,,,False,1584494830,10,0,0,0,10
FRO,1234000,法罗群岛,,,False,1584494830,9,0,0,0,9
REU,1638000,留尼汪,,,False,1584494830,9,0,0,0,9
BGD,1050000,孟加拉国,,,False,1584494830,8,0,2,0,6
PRY,1600000,巴拉圭,,,False,1584494830,8,0,0,0,8
MCO,1492000,摩纳哥,,,False,1584494830,7,0,0,0,7
LIE,1438000,列支敦士登,,,False,1584494830,7,0,0,0,7
GHA,1288000,加纳,,,False,1584494830,7,0,0,0,7
RWA,1646000,卢旺达,,,False,1584494830,7,0,0,0,7
CIV,1384000,科特迪瓦,,,False,1584494830,6,0,1,0,5
MNG,1496000,蒙古,,,False,1584494830,5,0,0,0,5
ETH,1231000,埃塞俄比亚,,,False,1584494830,5,0,0,0,5
SYC,1690000,塞舌尔,,,False,1584494830,4,0,0,0,4
CUB,1192000,古巴,,,False,1584494830,4,0,0,0,4
KEN,1404000,肯尼亚,,,False,1584494830,4,0,0,0,4
COD,1180000,刚果（金）,,,False,1584494830,4,0,0,0,4
NGA,1566000,尼日利亚,,,False,1584494830,3,0,0,0,3
BLM,1652000,圣巴泰勒米,,,False,1584494830,3,0,0,0,3
PRI,1630000,波多黎各,,,False,1584494830,3,0,0,0,3
GNQ,1226000,赤道几内亚,,,False,1584494830,3,0,0,0,3
MNE,1499000,黑山,,,False,1584494830,2,0,0,0,2
MAF,1663000,圣马丁,,,False,1584494830,2,0,0,0,2
TTO,1780000,特立尼达和多巴哥,,,False,1584494830,2,0,0,0,2
GTM,1320000,危地马拉,,,False,1584494830,2,0,0,1,1
JEY,1832000,泽西岛,,,False,1584494830,2,0,0,0,2
LBR,1430000,利比里亚,,,False,1584494830,2,0,0,0,2
NAM,1516000,纳米比亚,,,False,1584494830,2,0,0,0,2
HND,1340000,洪都拉斯,,,False,1584494830,2,0,0,0,2
ABW,1533000,阿鲁巴,,,False,1584494830,2,0,0,0,2
NPL,1524000,尼泊尔,,,False,1584494830,1,0,1,0,0
GIB,1292000,直布罗陀,,,False,1584494830,1,0,0,0,1
BTN,1064000,不丹,,,False,1584494830,1,0,0,0,1
VAT,1336000,梵蒂冈,,,False,1584494830,1,0,0,0,1
TGO,1768000,多哥,,,False,1584494830,1,0,0,0,1
GGY,1831000,格恩西岛,,,False,1584494830,1,0,0,0,1
GMB,1270000,冈比亚,,,False,1584494830,1,0,0,0,1
PYF,1258000,法属波利尼西亚,,,False,1584494830,1,0,0,0,1
GIN,1324000,几内亚,,,False,1584494830,1,0,0,0,1
SDN,1736000,苏丹,,,False,1584494830,1,0,0,1,0
ATG,1028000,安提瓜和巴布达,,,False,1584494830,1,0,0,0,1
VCT,1670000,圣文森特和格林纳丁斯,,,False,1584494830,1,0,0,0,1
MRT,1478000,毛利塔尼亚,,,False,1584494830,1,0,0,0,1
SWZ,1748000,斯威士兰,,,False,1584494830,1,0,0,0,1
CYM,1136000,开曼群岛,,,False,1584494830,1,0,0,1,0
COG,1178000,刚果（布）,,,False,1584494830,1,0,0,0,1
SUR,1740000,苏里南,,,False,1584494830,1,0,0,0,1
CAF,1140000,中非,,,False,1584494830,1,0,0,0,1
BHS,1044000,巴哈马,,,False,1584494830,1,0,0,0,1
ANT,1530000,荷属安的列斯,,,False,1584494830,1,0,0,0,1
MYT,1175000,马约特,,,False,1584494830,1,0,0,0,1
TZA,1834000,坦桑尼亚,,,False,1584494830,1,0,0,0,1
SOM,1706000,索马里,,,False,1584494830,1,0,0,0,1
BEN,1204000,贝宁,,,False,1584494830,1,0,0,0,1
GRL,1304000,格陵兰,,,False,1584494830,1,0,0,0,1
GAB,1266000,加蓬,,,False,1584494830,1,0,0,0,1
