id,code,name,nationalFlag,series,provinces,isTreatingNumClear,confirmedPerMil,continent,updateTime,confirmedTotal,suspectedTotal,curesTotal,deathsTotal,treatingTotal
USA,1840000,美国,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/us.svg,,,False,5844.8037,北美洲,1591320209,1924051,0,712252,110173,1101626
BRA,1076000,巴西,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/br.svg,,,False,2843.9758,南美洲,1591320209,615870,0,274997,34039,306834
RUS,1643000,俄罗斯,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/ru.svg,,,False,3009.5354,欧洲,1591320209,441108,0,204623,5384,231101
ESP,1724000,西班牙,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/es.svg,,,False,6281.71,欧洲,1591320209,287740,0,196958,27133,63649
GBR,1826000,英国,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/gb.svg,,,False,4230.7183,欧洲,1591320209,281661,0,1918,39904,239839
ITA,1380000,意大利,https://sf1-hscdn-tos.pstatp.com/obj/ies-fe-bee/bee_prod/biz_73/tos_26e490595f3e649b85a072793de33a44.svg,,,False,3901.257,欧洲,1591320209,234013,0,161895,33689,38429
IND,1356000,印度,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/in.svg,,,False,165.70891,亚洲,1591320209,226713,0,108450,6363,111900
DEU,1276000,德国,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/de.svg,,,False,2276.4363,欧洲,1591320209,185424,0,170202,8798,6424
PER,1604000,秘鲁,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/pe.svg,,,False,5573.75,南美洲,1591320209,183198,0,76228,5031,101939
TUR,1792000,土耳其,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/tr.svg,,,False,1971.9512,亚洲,1591320209,167410,0,131778,4630,31002
IRN,1364000,伊朗,https://sf1-hscdn-tos.pstatp.com/obj/ies-fe-bee/bee_prod/biz_73/tos_6d95c7795477a245a6767c768413b06e.svg,,,False,1961.8748,亚洲,1591320209,164270,0,127485,8071,28714
FRA,1250000,法国,https://sf1-hscdn-tos.pstatp.com/obj/ies-fe-bee/bee_prod/biz_73/tos_5a004664e43b5ac5a766a9fcf57edd99.svg,,,False,2319.6978,欧洲,1591320209,152444,0,69976,29065,53403
CHL,1152000,智利,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/cl.svg,,,False,6347.1587,南美洲,1591320209,118292,0,90748,1356,26188
MEX,1484000,墨西哥,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/mx.svg,,,False,749.50494,北美洲,1591320209,101238,0,73271,11729,16238
CAN,1124000,加拿大,https://sf1-hscdn-tos.pstatp.com/obj/ies-fe-bee/bee_prod/biz_73/tos_99b8c70610267babef8e2ec54f12748c.svg,,,False,2514.042,北美洲,1591320209,93726,0,51739,7637,34350
SAU,1682000,沙特阿拉伯,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/sa.svg,,,False,2721.2632,亚洲,1591320209,93157,0,68965,611,23581
PAK,1586000,巴基斯坦,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/pk.svg,,,False,410.92957,亚洲,1591320209,85264,0,30128,1770,53366
QAT,1634000,卡塔尔,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/qa.svg,,,False,24861.924,亚洲,1591320209,63741,0,39468,45,24228
BEL,1056000,比利时,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/be.svg,,,False,5080.135,欧洲,1591320209,58767,0,16048,9548,33171
BGD,1050000,孟加拉国,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/bd.svg,,,False,338.86102,亚洲,1591320209,57563,0,12161,781,44621
NLD,1528000,荷兰,https://sf1-hscdn-tos.pstatp.com/obj/ies-fe-bee/bee_prod/biz_73/tos_9e6d63ac790e0cc0fed39f770b9a81c3.svg,,,False,2714.8228,欧洲,1591320209,46942,0,322,5990,40630
BLR,1112000,白俄罗斯,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/by.svg,,,False,4839.7993,欧洲,1591320209,45981,0,21162,253,24566
SWE,1752000,瑞典,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/se.svg,,,False,4158.773,欧洲,1591320209,41883,0,4971,4562,32350
ECU,1218000,厄瓜多尔,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/ec.svg,,,False,2385.35,南美洲,1591320209,40966,0,20019,3486,17461
ZAF,1710000,南非,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/za.svg,,,False,712.8365,非洲,1591320209,40792,0,21311,848,18633
ARE,1784000,阿联酋,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/ae.svg,,,False,3815.384,亚洲,1591320209,37018,0,19572,273,17173
SGP,1702000,新加坡,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/sg.svg,,,False,6103.819,亚洲,1591320209,36922,0,23904,24,12994
COL,1170000,哥伦比亚,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/co.svg,,,False,703.258,南美洲,1591320209,35120,0,12921,1087,21112
PRT,1620000,葡萄牙,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/pt.svg,,,False,3296.889,欧洲,1591320209,33592,0,20323,1455,11814
CHE,1756000,瑞士,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/ch.svg,,,False,3605.0566,欧洲,1591320209,30913,0,28600,1921,392
KWT,1414000,科威特,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/kw.svg,,,False,6707.992,亚洲,1591320209,29921,0,17223,236,12462
EGY,1818000,埃及,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/eg.svg,,,False,275.43832,非洲,1591320209,29767,0,7756,1126,20885
IDN,1360000,印度尼西亚,https://s2.pstatp.com/cdn/expire-1-M/flag-icon-css/3.3.0/flags/4x3/id.svg,,,False,105.641,亚洲,1591320209,28818,0,8892,1721,18205
